arm,model,layer,source_turn,target_turn,r2
armR_own,instruct,19,6,11,0.5421988891897691
armR_own,instruct,19,6,12,0.544726766371648
armR_own,instruct,19,6,2,0.5172164515207592
armR_own,instruct,19,6,3,0.534408020487642
armR_own,instruct,19,6,4,0.5439213006915271
armR_own,instruct,19,6,5,0.5452512764608299
armR_own,instruct,19,6,6,0.5450777400886768
armR_own,instruct,19,6,7,0.5479906429454453
armR_own,instruct,19,6,8,0.5475109697265761
armR_own,instruct,19,6,9,0.5430505731500503
armR_own,instruct,19,7,1,0.41982507109789235
armR_own,instruct,19,7,10,0.547201869217254
armR_own,instruct,19,7,11,0.5473855663797808
armR_own,instruct,19,7,12,0.5494981108922967
armR_own,instruct,19,7,2,0.512253241749494
armR_own,instruct,19,7,3,0.531343925247672
armR_own,instruct,19,7,4,0.5422470216268918
armR_own,instruct,19,7,5,0.5450954896288902
armR_own,instruct,19,7,6,0.544115957816081
armR_own,instruct,19,7,7,0.54990350106024
armR_own,instruct,19,7,8,0.5484958470393239
armR_own,instruct,19,7,9,0.5461333244090686
armR_own,instruct,19,8,1,0.4083926401216018
armR_own,instruct,19,8,10,0.5471478521125863
armR_own,instruct,19,8,11,0.5457104219345116
armR_own,instruct,19,8,12,0.5493875196475211
armR_own,instruct,19,8,2,0.5039110783850096
armR_own,instruct,19,8,3,0.5243807505541374
armR_own,instruct,19,8,4,0.5371977880590795
armR_own,instruct,19,8,5,0.5415269751339913
armR_own,instruct,19,8,6,0.542659013708704
armR_own,instruct,19,8,7,0.5483686753853692
armR_own,instruct,19,8,8,0.5481731031006012
armR_own,instruct,19,8,9,0.545857927506707
armR_own,instruct,19,9,1,0.39955871264927434
armR_own,instruct,19,9,10,0.5485150114915179
armR_own,instruct,19,9,11,0.5480648772250958
armR_own,instruct,19,9,12,0.5504443860782665
armR_own,instruct,19,9,2,0.5007274855651015
armR_own,instruct,19,9,3,0.5231305361955578
armR_own,instruct,19,9,4,0.5358880843340956
armR_own,instruct,19,9,5,0.5412221873994297
armR_own,instruct,19,9,6,0.5414472365969082
armR_own,instruct,19,9,7,0.5485200781644861
armR_own,instruct,19,9,8,0.5480729307144887
armR_own,instruct,19,9,9,0.5469378934371634
armR_own,pretrained,19,1,1,0.37623042572655074
armR_own,pretrained,19,1,10,0.20331430886026192
armR_own,pretrained,19,1,11,0.20072410588245249
armR_own,pretrained,19,1,12,0.19761793529749117
armR_own,pretrained,19,1,2,0.2950861909953536
armR_own,pretrained,19,1,3,0.27275736647468796
armR_own,pretrained,19,1,4,0.25868785370591607
armR_own,pretrained,19,1,5,0.24623249880870435
armR_own,pretrained,19,1,6,0.23304101822100376
armR_own,pretrained,19,1,7,0.2239662839556329
armR_own,pretrained,19,1,8,0.22117417413561835
armR_own,pretrained,19,1,9,0.21108229799526113
armR_own,pretrained,19,10,1,0.09504056336851252
armR_own,pretrained,19,10,10,0.5482005426926677
armR_own,pretrained,19,10,11,0.549976859470877
armR_own,pretrained,19,10,12,0.5494181664963171
armR_own,pretrained,19,10,2,0.4436374971474182
armR_own,pretrained,19,10,3,0.5030998450610165
armR_own,pretrained,19,10,4,0.5272319694665433
armR_own,pretrained,19,10,5,0.536659771932779
armR_own,pretrained,19,10,6,0.5409911248895288
armR_own,pretrained,19,10,7,0.5426488763004591
armR_own,pretrained,19,10,8,0.5491983342714873
armR_own,pretrained,19,10,9,0.5475190209522336
armR_own,pretrained,19,11,1,0.10393550231819981
armR_own,pretrained,19,11,10,0.5478072014105679
armR_own,pretrained,19,11,11,0.5496671525098672
armR_own,pretrained,19,11,12,0.5506177326233863
armR_own,pretrained,19,11,2,0.4412949459526333
armR_own,pretrained,19,11,3,0.5004290893464957
armR_own,pretrained,19,11,4,0.526085410895224
armR_own,pretrained,19,11,5,0.5352748802412288
armR_own,pretrained,19,11,6,0.5390042345734143
armR_own,pretrained,19,11,7,0.5414615232111295
armR_own,pretrained,19,11,8,0.5483800914337217
armR_own,pretrained,19,11,9,0.5468536459647957
armR_own,pretrained,19,12,1,0.11268984288708739
armR_own,pretrained,19,12,10,0.5462674403503326
armR_own,pretrained,19,12,11,0.5492281067697713
armR_own,pretrained,19,12,12,0.5498582052562431
armR_own,pretrained,19,12,2,0.43946162069989014
armR_own,pretrained,19,12,3,0.49794641181133725
armR_own,pretrained,19,12,4,0.5225913588212404
armR_own,pretrained,19,12,5,0.532842718866716
armR_own,pretrained,19,12,6,0.5373969533857279
armR_own,pretrained,19,12,7,0.5407936349189664
armR_own,pretrained,19,12,8,0.5474237288641308
armR_own,pretrained,19,12,9,0.545094282521447
armR_own,pretrained,19,2,1,0.25363851401513404
armR_own,pretrained,19,2,10,0.48514254308287075
armR_own,pretrained,19,2,11,0.48372405640524907
armR_own,pretrained,19,2,12,0.48195806758537263
armR_own,pretrained,19,2,2,0.49977654997746157
armR_own,pretrained,19,2,3,0.5123409024097719
armR_own,pretrained,19,2,4,0.5144397056205592
armR_own,pretrained,19,2,5,0.5103133714357426
armR_own,pretrained,19,2,6,0.502427511146629
armR_own,pretrained,19,2,7,0.4965002778602585
armR_own,pretrained,19,2,8,0.49630151997559124
armR_own,pretrained,19,2,9,0.4900577185834636
armR_own,pretrained,19,3,1,0.1978491010842024
armR_own,pretrained,19,3,10,0.5202484519304009
armR_own,pretrained,19,3,11,0.519350943063684
armR_own,pretrained,19,3,12,0.5175527515928849
armR_own,pretrained,19,3,2,0.492643608515409
armR_own,pretrained,19,3,3,0.5262514434539804
armR_own,pretrained,19,3,4,0.5360127012063329
armR_own,pretrained,19,3,5,0.5363157484632564
armR_own,pretrained,19,3,6,0.531036639457954
armR_own,pretrained,19,3,7,0.5271536454582575
armR_own,pretrained,19,3,8,0.5283520880450929
armR_own,pretrained,19,3,9,0.5234996921941242
armR_own,pretrained,19,4,1,0.1564206731191472
armR_own,pretrained,19,4,10,0.5338028066144604
armR_own,pretrained,19,4,11,0.5340435125573765
armR_own,pretrained,19,4,12,0.531583880048506
armR_own,pretrained,19,4,2,0.48274743805079245
armR_own,pretrained,19,4,3,0.5256339500076934
armR_own,pretrained,19,4,4,0.5406990998462833
armR_own,pretrained,19,4,5,0.542806822344143
armR_own,pretrained,19,4,6,0.5406031076337526
armR_own,pretrained,19,4,7,0.5380512989247292
armR_own,pretrained,19,4,8,0.5400592447117586
armR_own,pretrained,19,4,9,0.5364992498192052
armR_own,pretrained,19,5,1,0.14925946783178823
armR_own,pretrained,19,5,10,0.5396057574944699
armR_own,pretrained,19,5,11,0.5400025372383003
armR_own,pretrained,19,5,12,0.5384257317348203
armR_own,pretrained,19,5,2,0.4752076788702885
armR_own,pretrained,19,5,3,0.5222518491508203
armR_own,pretrained,19,5,4,0.5393406529225804
armR_own,pretrained,19,5,5,0.5439088258237794
armR_own,pretrained,19,5,6,0.5436352509778564
armR_own,pretrained,19,5,7,0.5418491926029989
armR_own,pretrained,19,5,8,0.5448918668235638
armR_own,pretrained,19,5,9,0.5410396699441569
armR_own,pretrained,19,6,1,0.1259272570777602
armR_own,pretrained,19,6,10,0.5438650497422891
armR_own,pretrained,19,6,11,0.5439242913375677
armR_own,pretrained,19,6,12,0.5433190383131428
armR_own,pretrained,19,6,2,0.46873179243154883
armR_own,pretrained,19,6,3,0.5180544910839826
armR_own,pretrained,19,6,4,0.5374237025173343
armR_own,pretrained,19,6,5,0.5438500247653849
armR_own,pretrained,19,6,6,0.5436210991070951
armR_own,pretrained,19,6,7,0.5439611027330125
armR_own,pretrained,19,6,8,0.5488404212737743
armR_own,pretrained,19,6,9,0.5449005945451697
armR_own,pretrained,19,7,1,0.1336670858628778
armR_own,pretrained,19,7,10,0.5455964916022797
armR_own,pretrained,19,7,11,0.5461724204486055
armR_own,pretrained,19,7,12,0.5463480945320058
armR_own,pretrained,19,7,2,0.46072002987243155
armR_own,pretrained,19,7,3,0.5136856054334709
armR_own,pretrained,19,7,4,0.5350127547461809
armR_own,pretrained,19,7,5,0.5423595240434733
armR_own,pretrained,19,7,6,0.5442206455198288
armR_own,pretrained,19,7,7,0.5446899159706879
armR_own,pretrained,19,7,8,0.5492512493681739
armR_own,pretrained,19,7,9,0.5465790191921306
armR_own,pretrained,19,8,1,0.12420230758292783
armR_own,pretrained,19,8,10,0.5470209510789608
armR_own,pretrained,19,8,11,0.5481373832920587
armR_own,pretrained,19,8,12,0.5479418428918043
armR_own,pretrained,19,8,2,0.4546910945507038
armR_own,pretrained,19,8,3,0.50937093033894
armR_own,pretrained,19,8,4,0.5315286390182523
armR_own,pretrained,19,8,5,0.5394452772362224
armR_own,pretrained,19,8,6,0.5434808245525755
armR_own,pretrained,19,8,7,0.5442078954519933
armR_own,pretrained,19,8,8,0.549442711884097
armR_own,pretrained,19,8,9,0.5469779878499647
armR_own,pretrained,19,9,1,0.10864690419562528
armR_own,pretrained,19,9,10,0.5480008466444672
armR_own,pretrained,19,9,11,0.5492592990681942
armR_own,pretrained,19,9,12,0.5486817891639778
armR_own,pretrained,19,9,2,0.4519661624734074
armR_own,pretrained,19,9,3,0.5074491700245471
armR_own,pretrained,19,9,4,0.5307005266035876
armR_own,pretrained,19,9,5,0.5386801551407923
armR_own,pretrained,19,9,6,0.5422838555173342
armR_own,pretrained,19,9,7,0.5442515736134123
armR_own,pretrained,19,9,8,0.5495594514865936
armR_own,pretrained,19,9,9,0.5468063298664783
