arm,model,layer,turn,mapping,n,r2,null_mean,null_hi,null_max,r2_folds
armR_logged,instruct,14,8,ctx,4941,0.42653879723431765,,,,0.426259;0.428921;0.431663;0.422162;0.421028;0.425332
armR_logged,instruct,14,8,pfx,4941,0.24276163520247507,,,,0.235678;0.246167;0.249464;0.235424;0.245477;0.239412
armR_logged,instruct,14,9,ctx,4941,0.42250324097481806,,,,0.434841;0.419539;0.416005;0.421742;0.417357;0.421295
armR_logged,instruct,14,9,pfx,4941,0.24463788303727785,,,,0.248954;0.245935;0.241053;0.243861;0.240414;0.242412
armR_logged,instruct,14,10,ctx,4941,0.42434796283282716,,,,0.419848;0.426202;0.423571;0.427582;0.422367;0.422833
armR_logged,instruct,14,10,pfx,4941,0.24966169454339793,,,,0.248544;0.243960;0.244868;0.255590;0.251248;0.248739
armR_logged,instruct,14,11,ctx,4941,0.42725463898707694,,,,0.431973;0.421712;0.424999;0.427883;0.429263;0.424050
armR_logged,instruct,14,11,pfx,4941,0.2450378130177202,,,,0.244149;0.236411;0.239609;0.254233;0.244370;0.246545
armR_logged,instruct,14,12,ctx,4941,0.4210037195139691,,,,0.433668;0.411691;0.418818;0.423756;0.412925;0.421138
armR_logged,instruct,14,12,pfx,4941,0.23635887064529382,,,,0.249243;0.230053;0.230891;0.234188;0.224220;0.244471
armR_logged,instruct,14,13,ctx,3827,0.40610858379929626,,,,0.414258;0.395321;0.399882;0.413884;0.412204;0.395392
armR_logged,instruct,14,13,pfx,3827,0.22956954062716506,,,,0.234312;0.227723;0.217416;0.242728;0.223361;0.223912
armR_logged,instruct,14,14,ctx,3065,-1.2357788301575154,,,,-1.221221;-1.323799;-1.188103;-1.171025;-1.343198;-1.199283
armR_logged,instruct,14,14,pfx,3065,-2.293328293897258,,,,-2.450081;-2.328223;-2.250392;-2.283853;-2.298542;-2.174969
armR_logged,instruct,14,15,ctx,2418,-0.5557180544492613,,,,-0.520856;-0.566046;-0.582318;-0.575547;-0.568256;-0.543304
armR_logged,instruct,14,15,pfx,2418,-1.265970338309037,,,,-1.287674;-1.263591;-1.344743;-1.282602;-1.207245;-1.238321
armR_logged,instruct,14,16,ctx,1944,-0.30425841470223025,,,,-0.306256;-0.323774;-0.314443;-0.267964;-0.331875;-0.305320
armR_logged,instruct,14,16,pfx,1944,-0.8340093374327091,,,,-0.885037;-0.878156;-0.870973;-0.801632;-0.840274;-0.764581
armR_logged,instruct,14,17,ctx,1598,-0.13160709064163179,,,,-0.103217;-0.139711;-0.156348;-0.118619;-0.145845;-0.144965
armR_logged,instruct,14,17,pfx,1598,-0.6192003614270978,,,,-0.613082;-0.627354;-0.646756;-0.631714;-0.619269;-0.604908
armR_logged,instruct,14,18,ctx,1320,-0.06413259528844661,,,,-0.056462;-0.057451;-0.109753;-0.081398;-0.025139;-0.082189
armR_logged,instruct,14,18,pfx,1320,-0.4913819138123776,,,,-0.491185;-0.482967;-0.528429;-0.537497;-0.458388;-0.489134
armR_logged,instruct,14,19,ctx,1078,-0.0021442907641728848,,,,0.021427;0.013759;-0.068342;0.004816;0.005778;-0.030500
armR_logged,instruct,14,19,pfx,1078,-0.35699911003011753,,,,-0.343211;-0.329913;-0.429498;-0.372071;-0.335447;-0.382335
armR_logged,instruct,14,20,ctx,882,0.05997926925673369,,,,0.091556;0.037997;0.001515;0.067321;0.096692;0.027276
armR_logged,instruct,14,20,pfx,882,-0.29461871333500467,,,,-0.276741;-0.323965;-0.385894;-0.273769;-0.234222;-0.321532
armR_logged,instruct,14,21,ctx,732,0.06799646284458649,,,,0.095405;0.053759;-0.019739;0.065552;0.104022;0.057306
armR_logged,instruct,14,21,pfx,732,-0.2352462089270444,,,,-0.190781;-0.329988;-0.325955;-0.247063;-0.166290;-0.223080
armR_logged,instruct,14,22,ctx,611,0.09326792973268938,,,,0.108251;0.128940;0.016432;0.072493;0.109741;0.074284
armR_logged,instruct,14,22,pfx,611,-0.22355584807662354,,,,-0.182283;-0.212165;-0.287849;-0.326905;-0.182497;-0.225511
armR_logged,instruct,14,23,ctx,505,0.08981838142828702,,,,0.098339;0.135894;0.022070;0.055993;0.094062;0.078252
armR_logged,instruct,14,23,pfx,505,-0.17839963445494256,,,,-0.132120;-0.207376;-0.236856;-0.243235;-0.171348;-0.156578
armR_logged,instruct,14,24,ctx,438,0.1043265131824953,,,,0.082150;0.079027;0.042500;0.090422;0.136520;0.131827
armR_logged,instruct,14,24,pfx,438,-0.15572335824337946,,,,-0.166102;-0.139951;-0.230428;-0.188808;-0.159468;-0.123435
armR_logged,instruct,14,25,ctx,380,0.09646174129097485,,,,0.109614;0.081229;0.038115;0.096241;0.111731;0.069524
armR_logged,instruct,14,25,pfx,380,-0.14395639816404282,,,,-0.114278;-0.148109;-0.204144;-0.173953;-0.155708;-0.154252
armR_logged,instruct,14,26,ctx,332,0.11056910849852941,,,,0.133239;0.102533;0.077490;0.095102;0.073158;0.106267
armR_logged,instruct,14,26,pfx,332,-0.137434746830001,,,,-0.109803;-0.128410;-0.159063;-0.177759;-0.213721;-0.132552
armR_logged,instruct,14,27,ctx,279,0.09008255180455871,,,,0.126465;0.054086;0.033597;0.086299;0.102084;0.040929
armR_logged,instruct,14,27,pfx,279,-0.14151303303373397,,,,-0.113326;-0.184890;-0.200056;-0.162570;-0.110242;-0.197317
armR_logged,instruct,14,28,ctx,252,0.0956338081630983,,,,0.117762;0.073090;0.055944;0.073048;0.111282;0.046987
armR_logged,instruct,14,28,pfx,252,-0.12846281521355496,,,,-0.092742;-0.204223;-0.136085;-0.177534;-0.099778;-0.179549
armR_logged,instruct,14,29,ctx,215,0.07820549901886564,,,,0.099691;0.020365;0.033855;0.040625;0.108421;0.045746
armR_logged,instruct,14,29,pfx,215,-0.11317453200085192,,,,-0.120298;-0.154925;-0.160645;-0.141051;-0.085531;-0.169805
armR_logged,instruct,14,30,ctx,201,0.08220378365944814,,,,0.066809;0.053491;0.045930;0.043870;0.112098;0.031683
armR_logged,instruct,14,30,pfx,201,-0.10284110554482528,,,,-0.108474;-0.107574;-0.122323;-0.166626;-0.107736;-0.180280
armR_logged,instruct,14,31,ctx,171,0.08632859622132572,,,,0.072147;0.007485;0.102430;0.078078;0.073717;0.014616
armR_logged,instruct,14,31,pfx,171,-0.10690728151861828,,,,-0.089174;-0.129304;-0.165886;-0.135538;-0.111739;-0.212437
armR_logged,instruct,14,32,ctx,150,0.08302543471376422,,,,0.075859;0.070347;0.008063;0.044257;0.104126;-0.012923
armR_logged,instruct,14,32,pfx,150,-0.08893125874957875,,,,-0.094243;-0.142785;-0.168867;-0.138707;-0.102195;-0.137165
armR_logged,instruct,14,33,ctx,128,0.06814426829948061,,,,0.041165;0.077804;0.023178;0.025403;0.052888;-0.034343
armR_logged,instruct,14,33,pfx,128,-0.10713750327445837,,,,-0.185347;-0.106196;-0.102858;-0.147691;-0.090077;-0.285204
armR_logged,instruct,14,34,ctx,120,0.1282815755781348,,,,0.053909;0.125438;0.066125;0.092194;0.128259;0.069004
armR_logged,instruct,14,34,pfx,120,-0.031903342703442084,,,,-0.100127;-0.025404;-0.137630;-0.071129;-0.032507;-0.107017
armR_logged,instruct,14,35,ctx,108,0.11506361015102229,,,,0.114999;0.122845;0.037365;0.033467;0.074453;0.033527
armR_logged,instruct,14,35,pfx,108,-0.04025181777934961,,,,-0.029920;-0.042003;-0.188691;-0.107721;-0.091165;-0.109495
armR_logged,instruct,14,36,ctx,99,0.07517042824232378,,,,-0.000450;0.055698;0.042227;0.006564;0.061215;-0.020290
armR_logged,instruct,14,36,pfx,99,-0.08793456010557854,,,,-0.163658;-0.172357;-0.149381;-0.147383;-0.081462;-0.163374
armR_logged,instruct,14,37,ctx,88,0.10071508079628222,,,,0.077346;0.095638;-0.109562;0.035406;0.062824;0.062496
armR_logged,instruct,14,37,pfx,88,-0.09795503467336686,,,,-0.132567;-0.143063;-0.405039;-0.139466;-0.072101;-0.161060
armR_logged,instruct,14,38,ctx,79,0.0454894525666556,,,,-0.057042;-0.000513;-0.119013;0.011192;0.046500;0.008490
armR_logged,instruct,14,38,pfx,79,-0.0757047761829488,,,,-0.177772;-0.191652;-0.171761;-0.115211;-0.091719;-0.102794
armR_logged,instruct,14,39,ctx,68,0.044672584503209545,,,,-0.056542;0.033120;-0.140293;-0.007148;0.036124;-0.080383
armR_logged,instruct,14,39,pfx,68,-0.10752361084413975,,,,-0.182627;-0.197106;-0.231864;-0.158747;-0.153614;-0.249379
armR_logged,instruct,14,40,ctx,61,0.052974260501249204,,,,0.015704;0.027169;-0.144612;-0.077380;0.040562;-0.056497
armR_logged,instruct,14,40,pfx,61,-0.06741280817927442,,,,-0.151510;-0.144876;-0.283626;-0.131962;-0.120645;-0.161961
armR_logged,instruct,14,41,ctx,53,0.06364054016270981,,,,-0.115225;0.025622;-0.088171;-0.144607;0.071614;-0.029964
armR_logged,instruct,14,41,pfx,53,-0.09723287589296481,,,,-0.399363;-0.145620;-0.268033;-0.236839;-0.117121;-0.186304
armR_logged,instruct,14,42,ctx,45,0.031183506347577383,,,,-0.218025;-0.102619;-0.116211;-0.210732;0.029889;-0.035974
armR_logged,instruct,14,42,pfx,45,-0.12195699150819772,,,,-0.404872;-0.363378;-0.289024;-0.318777;-0.087711;-0.224375
armR_logged,instruct,14,43,ctx,43,0.04913103271696062,,,,-0.200881;0.005872;-0.099675;-0.098593;-0.004565;-0.112129
armR_logged,instruct,14,43,pfx,43,-0.07716829078057552,,,,-0.361721;-0.157584;-0.172767;-0.167555;-0.193850;-0.272705
armR_logged,instruct,14,44,ctx,39,0.0047300635145191006,,,,-0.127339;-0.130586;-0.255405;-0.154572;-0.052133;-0.254034
armR_logged,instruct,14,44,pfx,39,-0.11197839550503685,,,,-0.277402;-0.238140;-0.429081;-0.289553;-0.171193;-0.409799
armR_logged,instruct,14,45,ctx,37,0.04329957730578804,,,,-0.141937;-0.057173;-0.115510;-0.226298;0.037119;-1.079952
armR_logged,instruct,14,45,pfx,37,-0.1064544733465227,,,,-0.255226;-0.223059;-0.394618;-0.246747;-0.194555;-1.283001
armR_logged,instruct,14,46,ctx,33,-0.05413777858966373,,,,-0.195199;-0.213340;-0.343275;-0.270962;-0.141957;nan
armR_logged,instruct,14,46,pfx,33,-0.2274736215750066,,,,-0.333470;-0.291134;-0.482643;-0.346070;-0.467891;nan
armR_logged,instruct,14,47,ctx,31,-0.015221381264659328,,,,-0.207249;-0.101320;-0.425484;-0.128438;-0.067276;nan
armR_logged,instruct,14,47,pfx,31,-0.08931721852741803,,,,-0.345776;-0.163918;-0.488867;-0.179125;-0.133595;nan
armR_logged,instruct,14,48,ctx,31,-0.03261579165745565,,,,-0.308105;-0.171586;-0.212806;-0.193266;-0.104112;nan
armR_logged,instruct,14,48,pfx,31,-0.21276405120672526,,,,-0.404197;-0.361486;-0.522709;-0.302006;-0.405306;nan
armR_logged,instruct,18,1,ctx,4941,0.4408032857362033,,,,0.439994;0.449660;0.431465;0.435543;0.444671;0.439703
armR_logged,instruct,18,2,ctx,4941,0.4486683258593622,,,,0.455358;0.448222;0.438341;0.446177;0.445209;0.454074
armR_logged,instruct,18,2,pfx,4941,0.18548937136195753,,,,0.184644;0.188185;0.177134;0.192272;0.167004;0.197295
armR_logged,instruct,18,3,ctx,4941,0.4591078201669201,,,,0.462988;0.458481;0.450827;0.459204;0.461908;0.457315
armR_logged,instruct,18,3,pfx,4941,0.1948732438147731,,,,0.186196;0.200707;0.189726;0.212621;0.192441;0.181965
armR_logged,instruct,18,4,ctx,4941,0.4704575301754479,,,,0.467825;0.475790;0.463762;0.471884;0.472980;0.466161
armR_logged,instruct,18,4,pfx,4941,0.20102534962757723,,,,0.197707;0.197866;0.199757;0.208375;0.202643;0.193591
armR_logged,instruct,18,5,ctx,4941,0.47572984970506993,,,,0.475286;0.478133;0.468062;0.478451;0.470511;0.480574
armR_logged,instruct,18,5,pfx,4941,0.20871086188636023,,,,0.195765;0.214417;0.208789;0.210505;0.216173;0.201826
armR_logged,instruct,18,6,ctx,4941,0.47400190732796776,,,,0.474562;0.471132;0.467552;0.479033;0.474149;0.474346
armR_logged,instruct,18,6,pfx,4941,0.21417030787504443,,,,0.217793;0.204441;0.216046;0.223447;0.205417;0.213157
armR_logged,instruct,18,7,ctx,4941,0.47798486824034325,,,,0.477767;0.488336;0.476771;0.473505;0.469867;0.478285
armR_logged,instruct,18,7,pfx,4941,0.21224458720130868,,,,0.215026;0.206736;0.198804;0.228649;0.209679;0.209119
armR_logged,instruct,18,8,ctx,4941,0.4846943505424769,,,,0.479445;0.494232;0.487814;0.484619;0.478832;0.479715
armR_logged,instruct,18,8,pfx,4941,0.22084824947719928,,,,0.210573;0.225095;0.221526;0.217299;0.225339;0.220059
armR_logged,instruct,18,9,ctx,4941,0.4810466046272738,,,,0.485470;0.481668;0.475134;0.480711;0.477630;0.481968
armR_logged,instruct,18,9,pfx,4941,0.22335515509935122,,,,0.226951;0.222817;0.220737;0.228160;0.222177;0.213434
armR_logged,instruct,18,10,ctx,4941,0.48363344281469056,,,,0.476522;0.490205;0.479966;0.485739;0.479570;0.486329
armR_logged,instruct,18,10,pfx,4941,0.22504627098280094,,,,0.220565;0.218876;0.215082;0.235683;0.227210;0.227216
armR_logged,instruct,18,11,ctx,4941,0.4854146607426405,,,,0.488703;0.481480;0.484064;0.488378;0.483208;0.482932
armR_logged,instruct,18,11,pfx,4941,0.22147953307266155,,,,0.224025;0.211994;0.216605;0.236603;0.215529;0.218077
armR_logged,instruct,18,12,ctx,4941,0.4782320297013216,,,,0.486853;0.468189;0.475078;0.487677;0.468929;0.478628
armR_logged,instruct,18,12,pfx,4941,0.2099953740725714,,,,0.225638;0.201821;0.201162;0.211669;0.197051;0.216904
armR_logged,instruct,18,13,ctx,3827,0.4626876030303618,,,,0.467934;0.453003;0.448448;0.486232;0.470026;0.444619
armR_logged,instruct,18,13,pfx,3827,0.2054868098916095,,,,0.208716;0.202272;0.187138;0.226889;0.198018;0.200682
armR_logged,instruct,18,14,ctx,3065,-0.9354715603016417,,,,-0.953512;-0.983915;-0.922233;-0.872556;-1.057976;-0.845830
armR_logged,instruct,18,14,pfx,3065,-2.1824838563037323,,,,-2.257209;-2.235681;-2.103093;-2.200359;-2.198325;-2.129357
armR_logged,instruct,18,15,ctx,2418,-0.3377971364742296,,,,-0.328883;-0.350544;-0.347530;-0.330952;-0.363316;-0.323025
armR_logged,instruct,18,15,pfx,2418,-1.1783033134067367,,,,-1.210347;-1.175854;-1.175035;-1.173605;-1.170253;-1.191123
armR_logged,instruct,18,16,ctx,1944,-0.10411132786212729,,,,-0.094929;-0.121335;-0.101945;-0.080565;-0.144401;-0.102464
armR_logged,instruct,18,16,pfx,1944,-0.7600569792068184,,,,-0.807291;-0.768685;-0.813940;-0.680158;-0.800565;-0.725355
armR_logged,instruct,18,17,ctx,1598,0.023666494174566677,,,,0.051120;0.019657;-0.010336;0.036280;-0.005552;0.033197
armR_logged,instruct,18,17,pfx,1598,-0.5665277718866726,,,,-0.567509;-0.556538;-0.583670;-0.551473;-0.580005;-0.585186
armR_logged,instruct,18,18,ctx,1320,0.08048936151251163,,,,0.091260;0.084424;0.063318;0.059259;0.106702;0.053207
armR_logged,instruct,18,18,pfx,1320,-0.4408528820273716,,,,-0.433021;-0.469675;-0.472308;-0.436663;-0.424159;-0.442458
armR_logged,instruct,18,19,ctx,1078,0.14778044674050195,,,,0.174327;0.155848;0.100880;0.146321;0.162346;0.111804
armR_logged,instruct,18,19,pfx,1078,-0.31040649247457464,,,,-0.303976;-0.288762;-0.359398;-0.295223;-0.307137;-0.356722
armR_logged,instruct,18,20,ctx,882,0.20113265901566602,,,,0.208283;0.187171;0.145089;0.215254;0.241048;0.178469
armR_logged,instruct,18,20,pfx,882,-0.25546350341386503,,,,-0.255331;-0.264540;-0.324489;-0.233327;-0.217033;-0.284474
armR_logged,instruct,18,21,ctx,732,0.21094223768878628,,,,0.213450;0.196468;0.152279;0.216870;0.239182;0.207118
armR_logged,instruct,18,21,pfx,732,-0.18476638926638245,,,,-0.163548;-0.239170;-0.285203;-0.202211;-0.102581;-0.182432
armR_logged,instruct,18,22,ctx,611,0.22210714512461494,,,,0.229515;0.247518;0.146138;0.202657;0.253658;0.205094
armR_logged,instruct,18,22,pfx,611,-0.14869822811718603,,,,-0.102229;-0.142241;-0.206272;-0.218212;-0.104033;-0.197120
armR_logged,instruct,18,23,ctx,505,0.21705913659709075,,,,0.205854;0.232875;0.173334;0.208132;0.238747;0.194314
armR_logged,instruct,18,23,pfx,505,-0.14874692605741924,,,,-0.148069;-0.123968;-0.209080;-0.189041;-0.142322;-0.149248
armR_logged,instruct,18,24,ctx,438,0.23691777251143875,,,,0.222968;0.211823;0.197590;0.215189;0.257885;0.262550
armR_logged,instruct,18,24,pfx,438,-0.11434517504158292,,,,-0.133703;-0.096512;-0.161990;-0.163620;-0.079117;-0.129273
armR_logged,instruct,18,25,ctx,380,0.2303925288330242,,,,0.228860;0.241162;0.178707;0.216528;0.238935;0.217302
armR_logged,instruct,18,25,pfx,380,-0.11258434367544679,,,,-0.100589;-0.096892;-0.158314;-0.134551;-0.118756;-0.151584
armR_logged,instruct,18,26,ctx,332,0.2236751403352939,,,,0.227430;0.209057;0.206343;0.216875;0.204041;0.212143
armR_logged,instruct,18,26,pfx,332,-0.07860627963954503,,,,-0.067811;-0.068811;-0.101178;-0.113331;-0.100738;-0.111193
armR_logged,instruct,18,27,ctx,279,0.2092810449019652,,,,0.244853;0.172534;0.139957;0.209411;0.240709;0.158405
armR_logged,instruct,18,27,pfx,279,-0.0806679933657295,,,,-0.076156;-0.118834;-0.137317;-0.094299;-0.031732;-0.144976
armR_logged,instruct,18,28,ctx,252,0.21225193936624387,,,,0.236555;0.200024;0.200473;0.195138;0.235819;0.122342
armR_logged,instruct,18,28,pfx,252,-0.06760717217010459,,,,-0.042752;-0.096988;-0.069354;-0.131125;-0.023645;-0.151197
armR_logged,instruct,18,29,ctx,215,0.1964796520274089,,,,0.201653;0.166221;0.146866;0.157843;0.248529;0.153732
armR_logged,instruct,18,29,pfx,215,-0.02279491256431565,,,,-0.055212;-0.035542;-0.054037;-0.047829;-0.001658;-0.093282
armR_logged,instruct,18,30,ctx,201,0.17435913647522316,,,,0.158036;0.147575;0.122418;0.154189;0.236937;0.102824
armR_logged,instruct,18,30,pfx,201,-0.03645427901534504,,,,-0.066508;-0.050556;-0.045825;-0.107577;0.006817;-0.119485
armR_logged,instruct,18,31,ctx,171,0.20520538119403164,,,,0.170404;0.162861;0.206123;0.194935;0.225639;0.129116
armR_logged,instruct,18,31,pfx,171,-0.05060914295657115,,,,-0.055897;-0.071625;-0.065062;-0.103507;-0.042042;-0.146318
armR_logged,instruct,18,32,ctx,150,0.19127259278534592,,,,0.147680;0.177902;0.141012;0.143903;0.250260;0.115113
armR_logged,instruct,18,32,pfx,150,-0.02555366702254047,,,,-0.071408;-0.038261;-0.132131;-0.055551;-0.007093;-0.084696
armR_logged,instruct,18,33,ctx,128,0.17051462822316865,,,,0.088832;0.186171;0.128676;0.133669;0.192080;0.082948
armR_logged,instruct,18,33,pfx,128,-0.0441317241797301,,,,-0.145778;-0.076039;-0.036779;-0.081406;-0.028570;-0.152225
armR_logged,instruct,18,34,ctx,120,0.19823806503754304,,,,0.113452;0.231436;0.100281;0.154652;0.202962;0.152920
armR_logged,instruct,18,34,pfx,120,0.00713424503905169,,,,-0.119780;-0.005222;-0.065081;-0.018939;0.045886;-0.061555
armR_logged,instruct,18,35,ctx,108,0.18556413569825747,,,,0.161174;0.225625;0.057035;0.116226;0.181264;0.104411
armR_logged,instruct,18,35,pfx,108,0.013956681909780277,,,,0.019697;-0.016292;-0.151292;-0.035976;0.000441;-0.034296
armR_logged,instruct,18,36,ctx,99,0.14441603381696344,,,,0.055650;0.146601;0.084996;0.067725;0.156277;0.076565
armR_logged,instruct,18,36,pfx,99,-0.029455422446134305,,,,-0.147867;-0.102729;-0.107124;-0.056634;-0.023689;-0.080052
armR_logged,instruct,18,37,ctx,88,0.18813686709557853,,,,0.150502;0.167710;0.024300;0.144028;0.133572;0.145539
armR_logged,instruct,18,37,pfx,88,-0.044642723504995985,,,,-0.055948;-0.075192;-0.323451;-0.114488;-0.060029;-0.120563
armR_logged,instruct,18,38,ctx,79,0.12888531301173123,,,,0.034765;0.092053;-0.043101;0.089150;0.145232;0.100139
armR_logged,instruct,18,38,pfx,79,-0.0379487567400727,,,,-0.150738;-0.120666;-0.160166;-0.056985;-0.039259;-0.115400
armR_logged,instruct,18,39,ctx,68,0.09410998098100054,,,,0.008971;0.075833;-0.057117;0.066325;0.056221;-0.058840
armR_logged,instruct,18,39,pfx,68,-0.06780530748431945,,,,-0.157820;-0.137147;-0.212579;-0.093900;-0.110727;-0.244629
armR_logged,instruct,18,40,ctx,61,0.1187165041179209,,,,0.043933;0.070407;-0.028450;-0.031081;0.109221;0.091111
armR_logged,instruct,18,40,pfx,61,-0.015618806703656896,,,,-0.150818;-0.113828;-0.157840;-0.104682;-0.028893;-0.091776
armR_logged,instruct,18,41,ctx,53,0.09598080724142943,,,,-0.173625;0.062891;-0.079574;-0.075590;0.121768;0.015492
armR_logged,instruct,18,41,pfx,53,-0.04707190735041711,,,,-0.346016;-0.133644;-0.183321;-0.193433;-0.049915;-0.146661
armR_logged,instruct,18,42,ctx,45,0.09552374337037661,,,,-0.195375;-0.011722;-0.018200;-0.165062;0.114044;-0.004182
armR_logged,instruct,18,42,pfx,45,-0.11409827794447103,,,,-0.368921;-0.315436;-0.294306;-0.361008;-0.094297;-0.241573
armR_logged,instruct,18,43,ctx,43,0.10484736839553777,,,,-0.127682;0.070308;-0.020022;-0.037204;0.027740;-0.017697
armR_logged,instruct,18,43,pfx,43,-0.03989091165342806,,,,-0.261162;-0.131688;-0.108908;-0.160186;-0.149320;-0.267824
armR_logged,instruct,18,44,ctx,39,0.06743959969354907,,,,-0.105428;0.014275;-0.239281;-0.104765;0.026895;-0.210027
armR_logged,instruct,18,44,pfx,39,-0.05001866295726409,,,,-0.228057;-0.204183;-0.250323;-0.212390;-0.101436;-0.394363
armR_logged,instruct,18,45,ctx,37,0.08986160444512248,,,,-0.068790;0.025092;-0.057084;-0.212658;0.076740;-1.074510
armR_logged,instruct,18,45,pfx,37,-0.07299609516275196,,,,-0.215169;-0.157661;-0.279433;-0.262240;-0.165896;-1.379705
armR_logged,instruct,18,46,ctx,33,0.012413784578539255,,,,-0.163060;-0.150042;-0.221166;-0.160331;-0.100828;nan
armR_logged,instruct,18,46,pfx,33,-0.13137686037687435,,,,-0.259774;-0.314719;-0.327776;-0.233468;-0.320117;nan
armR_logged,instruct,18,47,ctx,31,0.10048233746555246,,,,-0.144570;0.063651;-0.230065;-0.058520;0.097248;nan
armR_logged,instruct,18,47,pfx,31,-0.024271667803323238,,,,-0.275390;-0.043191;-0.527372;-0.172328;-0.012332;nan
armR_logged,instruct,18,48,ctx,31,0.05462929317681042,,,,-0.180039;-0.088026;-0.086934;-0.108419;-0.032857;nan
armR_logged,instruct,18,48,pfx,31,-0.13335913390868925,,,,-0.342463;-0.350777;-0.301916;-0.235673;-0.314429;nan
armR_logged,instruct,19,1,ctx,4941,0.4957999734832247,-0.17121591431406727,-0.16656601592893108,-0.16407359811316735,0.494229;0.504390;0.488000;0.488671;0.501048;0.495018
armR_logged,instruct,19,2,ctx,4941,0.5029955555035963,-0.18945361601404465,-0.18435528320034095,-0.18262878765631685,0.508910;0.502904;0.495288;0.499899;0.500341;0.506679
armR_logged,instruct,19,2,pfx,4941,0.22504367510095802,-0.17854003710662297,-0.17373167249367383,-0.1722224989212311,0.222550;0.230551;0.223057;0.228235;0.208394;0.231866
armR_logged,instruct,19,3,ctx,4941,0.5076437993063991,-0.19000165894339063,-0.1859185983102658,-0.18461515590806044,0.510746;0.506347;0.499800;0.505963;0.510798;0.508719
armR_logged,instruct,19,3,pfx,4941,0.23305132309547094,-0.19523787008117008,-0.190565732848656,-0.1886720603106069,0.223589;0.236218;0.231944;0.247728;0.231353;0.222429
armR_logged,instruct,19,4,ctx,4941,0.5168308578929316,-0.18904088154600218,-0.18470210784988939,-0.18112455040635944,0.511760;0.522377;0.513470;0.516054;0.520254;0.513374
armR_logged,instruct,19,4,pfx,4941,0.24120995313204474,-0.19645824353907343,-0.19182655629755246,-0.18949322554294,0.237202;0.242991;0.243293;0.243622;0.240514;0.234107
armR_logged,instruct,19,5,ctx,4941,0.5204395087916902,-0.18995406304162885,-0.1849175204970315,-0.18092618105203195,0.519092;0.522978;0.515003;0.521059;0.515954;0.525599
armR_logged,instruct,19,5,pfx,4941,0.24352345270449993,-0.1964620760882147,-0.19126597655242616,-0.18972728146419948,0.231194;0.250110;0.245472;0.244394;0.249101;0.236340
armR_logged,instruct,19,6,ctx,4941,0.5174251845602893,-0.18953662441300667,-0.18476189802283383,-0.182482361171461,0.518228;0.512619;0.512503;0.520186;0.519232;0.518927
armR_logged,instruct,19,6,pfx,4941,0.24930623357658022,-0.19662578257134747,-0.19116765011228065,-0.18807334081354998,0.251077;0.239470;0.249037;0.257809;0.239590;0.254356
armR_logged,instruct,19,7,ctx,4941,0.5209740589262557,-0.18913749209475264,-0.18413607211466426,-0.18104028841447728,0.519783;0.530186;0.522329;0.516710;0.513002;0.520808
armR_logged,instruct,19,7,pfx,4941,0.24645210522457628,-0.19688740826161877,-0.19115710292877125,-0.1884246949438868,0.246327;0.241398;0.238173;0.259502;0.243096;0.245312
armR_logged,instruct,19,8,ctx,4941,0.5266745435446099,-0.18785255071698753,-0.18315251330037774,-0.18075920373772303,0.521355;0.535498;0.532137;0.524862;0.522325;0.520651
armR_logged,instruct,19,8,pfx,4941,0.2551618528928147,-0.1973571733544122,-0.19316926825425598,-0.19060381871927867,0.242340;0.258725;0.258521;0.252356;0.259674;0.254476
armR_logged,instruct,19,9,ctx,4941,0.5218373362013653,-0.18832539475100127,-0.1843806240511595,-0.18252017310850976,0.526452;0.524410;0.518126;0.520593;0.515636;0.522450
armR_logged,instruct,19,9,pfx,4941,0.25940515876224424,-0.19740906623798302,-0.19163093684518248,-0.1908311085823422,0.262831;0.260913;0.260102;0.257721;0.257217;0.252356
armR_logged,instruct,19,10,ctx,4941,0.5248361818221214,-0.18858865516467563,-0.18415667837398977,-0.1814826057895509,0.519455;0.530494;0.525386;0.523776;0.522632;0.524092
armR_logged,instruct,19,10,pfx,4941,0.2612318739609947,-0.19789360785146137,-0.19310774598361077,-0.19093539006881555,0.258282;0.259832;0.256833;0.270033;0.255531;0.261834
armR_logged,instruct,19,11,ctx,4941,0.5251370714597865,-0.1889361185476045,-0.18446781265182505,-0.18215792908067163,0.528925;0.522210;0.523302;0.526941;0.523469;0.522599
armR_logged,instruct,19,11,pfx,4941,0.25447512849230725,-0.1981824356824177,-0.19293732800789914,-0.1916126257898203,0.253821;0.248013;0.247799;0.269624;0.248317;0.253698
armR_logged,instruct,19,12,ctx,4941,0.5176397429304838,-0.18867124201493965,-0.18269796859386608,-0.18133315266580285,0.527776;0.508399;0.516124;0.525603;0.506785;0.517505
armR_logged,instruct,19,12,pfx,4941,0.24309259731139865,-0.1981664500982106,-0.19356786853298835,-0.1921198520702776,0.258757;0.236833;0.232090;0.244097;0.228827;0.252454
armR_logged,instruct,19,13,ctx,3827,0.5009949585435022,-0.19913488896881631,-0.19344835041423677,-0.18905894298671866,0.504019;0.495975;0.490672;0.524144;0.508230;0.477968
armR_logged,instruct,19,13,pfx,3827,0.2378307179716579,-0.20949954408643884,-0.20222694289342225,-0.19981687285809602,0.236964;0.238135;0.225548;0.257388;0.230101;0.230628
