arm,model,layer,turn,mapping,n,r2,null_mean,null_hi,null_max,r2_folds
armG,pretrained,19,13,ctx,5000,0.6455275545678043,-0.1589612514651606,-0.15017037239722436,-0.1460760787644133,0.648027;0.640378;0.644582;0.646280;0.649039;0.643230
armG,pretrained,19,13,pfx,5000,0.5246915735658995,-0.15867011620560573,-0.15127234806424059,-0.14776246132053417,0.527006;0.520540;0.525153;0.518841;0.529518;0.524842
armG,pretrained,19,14,ctx,5000,0.6448917714848315,-0.16000896425910305,-0.1528373140032669,-0.1476645690619216,0.646576;0.646745;0.641159;0.647299;0.643631;0.642176
armG,pretrained,19,14,pfx,5000,0.5227578555972021,-0.15911049869488086,-0.1512928534578167,-0.14937809433394778,0.522352;0.534401;0.518605;0.522737;0.520600;0.515479
armG,pretrained,19,15,ctx,5000,0.6468845658404002,-0.15903408392654186,-0.1499456623047469,-0.1474826366431985,0.650607;0.649214;0.642178;0.647403;0.650082;0.640349
armG,pretrained,19,15,pfx,5000,0.5221501418627428,-0.15870152393822307,-0.151838237844405,-0.14546985743931273,0.526173;0.529655;0.512764;0.521282;0.533123;0.508223
armG,pretrained,19,16,ctx,5000,0.6511352570838409,-0.1593443724678279,-0.1508426411090467,-0.14767969524775815,0.653355;0.649510;0.648166;0.656568;0.645060;0.652386
armG,pretrained,19,16,pfx,5000,0.5226379075513601,-0.15899825630882275,-0.15104671956316723,-0.14952481199038958,0.525487;0.530052;0.515192;0.524036;0.516955;0.521850
armR_logged,instruct,14,1,ctx,4941,0.39567637522341004,,,,0.396965;0.402281;0.379605;0.390733;0.399369;0.401232
armR_logged,instruct,14,2,ctx,4941,0.3924983614109927,,,,0.400160;0.394157;0.381872;0.389261;0.385748;0.399281
armR_logged,instruct,14,2,pfx,4941,0.20161644183145488,,,,0.206032;0.206371;0.191897;0.208006;0.182202;0.209455
armR_logged,instruct,14,3,ctx,4941,0.399450292281443,,,,0.404801;0.398358;0.391204;0.397223;0.401844;0.399219
armR_logged,instruct,14,3,pfx,4941,0.21496160867633363,,,,0.208000;0.218161;0.213528;0.223833;0.213866;0.207498
armR_logged,instruct,14,4,ctx,4941,0.4110527647610408,,,,0.411351;0.415711;0.407534;0.410805;0.409915;0.406864
armR_logged,instruct,14,4,pfx,4941,0.22236982422862284,,,,0.220070;0.220128;0.223711;0.224777;0.219825;0.220479
armR_logged,instruct,14,5,ctx,4941,0.41867442811274547,,,,0.418777;0.418408;0.416994;0.418297;0.412495;0.423870
armR_logged,instruct,14,5,pfx,4941,0.23224322349926563,,,,0.217792;0.232741;0.231800;0.236158;0.234250;0.236812
armR_logged,instruct,14,6,ctx,4941,0.4153686372036871,,,,0.418886;0.409895;0.410028;0.417694;0.415077;0.417199
armR_logged,instruct,14,6,pfx,4941,0.23666035153427234,,,,0.240936;0.229750;0.230904;0.239255;0.231956;0.242640
armR_logged,instruct,14,7,ctx,4941,0.41871375566462654,,,,0.424724;0.424045;0.417926;0.413289;0.410194;0.418239
armR_logged,instruct,14,7,pfx,4941,0.235280923873735,,,,0.236493;0.231028;0.226309;0.246519;0.228630;0.237641
