group,path,revision,bytes,git_blob,lfs_sha256,url,download_url,bundled_path,sha256,status,download_http_status
sae_maps,issue2643_sae_map/direct_edges/direct_rank256_seed2644.pt,1c5eb09f2bcabd9541a86890f0e0e945afff903a,34607085,45102e85c597c829786d18fffdeee32cd94325f7,3331df83bf664b65ad33cd8ec8eb936631c74cc5d8f0de697330a8c7a4ffefd3,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges/direct_rank256_seed2644.pt,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges/direct_rank256_seed2644.pt,,,remote_only_large_file,200
sae_maps,issue2643_sae_map/direct_edges/semantic_candidate_examples.npz,1c5eb09f2bcabd9541a86890f0e0e945afff903a,27752,3d2f42465334af3948511e2f0c3172d93817aab3,9e5a7d546010d861ecc29c4b3e1917c0ff25d1ddb1ae45558da1c6d7df4635a2,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges/semantic_candidate_examples.npz,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges/semantic_candidate_examples.npz,sae_assets/issue2643_sae_map/direct_edges/semantic_candidate_examples.npz,9e5a7d546010d861ecc29c4b3e1917c0ff25d1ddb1ae45558da1c6d7df4635a2,bundled_verified,
sae_maps,issue2643_sae_map/direct_edges/semantic_edge_scan.json,1c5eb09f2bcabd9541a86890f0e0e945afff903a,13702,65ba5ea13effd8b67564570b755f8dc7b41bd7a6,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges/semantic_edge_scan.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges/semantic_edge_scan.json,sae_assets/issue2643_sae_map/direct_edges/semantic_edge_scan.json,0c8903ba4303ec98027339c596070ab9ffaba6a57bb8ba85c5e664292375a367,bundled_verified,
sae_maps,issue2643_sae_map/direct_edges/summary.json,1c5eb09f2bcabd9541a86890f0e0e945afff903a,13376,60c8b77cd6401320ea4a173230ecb4297103fef3,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges/summary.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges/summary.json,sae_assets/issue2643_sae_map/direct_edges/summary.json,dadf8438d5b0bc935bbaa5f3308025f6d0cc32f3ce70ad4aab87879f9132def6,bundled_verified,
sae_maps,issue2643_sae_map/direct_edges/top_edges_per_context.npz,1c5eb09f2bcabd9541a86890f0e0e945afff903a,8914582,e942ea161173ca892c852940c90774552249f537,cc1367d039ff5502ffe6ff4ac8800f04a791921223b867b1bf25c9159c2cc864,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges/top_edges_per_context.npz,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges/top_edges_per_context.npz,sae_assets/issue2643_sae_map/direct_edges/top_edges_per_context.npz,cc1367d039ff5502ffe6ff4ac8800f04a791921223b867b1bf25c9159c2cc864,bundled_verified,
sae_maps,issue2643_sae_map/direct_edges/training_summary.json,1c5eb09f2bcabd9541a86890f0e0e945afff903a,4282,7c1a491a2d05ce02cd33685da693c1c2aab214d7,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges/training_summary.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges/training_summary.json,sae_assets/issue2643_sae_map/direct_edges/training_summary.json,3a9137bae1da11877a8bb02d9892cdc3179faa255b944ad82a6843306be1f93f,bundled_verified,
sae_maps,issue2643_sae_map/direct_edges_tuned/dashboard_graph.json,1c5eb09f2bcabd9541a86890f0e0e945afff903a,3131633,551f75ad5c08d085c1d9a0b3815776a463eb8845,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/dashboard_graph.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/dashboard_graph.json,sae_assets/issue2643_sae_map/direct_edges_tuned/dashboard_graph.json,7e574f4cbb4a8b882bff85b2939928f85877587f4142463629e4b5282c44387f,bundled_verified,
sae_maps,issue2643_sae_map/direct_edges_tuned/final_summary.json,1c5eb09f2bcabd9541a86890f0e0e945afff903a,3145,9d973e0780e5668750aaa411c08d0b531ea93f2a,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/final_summary.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/final_summary.json,sae_assets/issue2643_sae_map/direct_edges_tuned/final_summary.json,3320f9286d38b133ee72ce74f09a6ba002c5b39404fd58c5972421b70758c76a,bundled_verified,
sae_maps,issue2643_sae_map/direct_edges_tuned/selected_seed2643.pt,1c5eb09f2bcabd9541a86890f0e0e945afff903a,135270169,980c0d7662e5f298e5ea0b3b379faaa46d661d60,3c9271833cbeb51fd2ddeed8abaf9ba7d69208263c4791c139b4e74bb9879c65,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/selected_seed2643.pt,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/selected_seed2643.pt,,,remote_only_large_file,200
sae_maps,issue2643_sae_map/direct_edges_tuned/selected_seed2644.pt,1c5eb09f2bcabd9541a86890f0e0e945afff903a,135270169,3304b82ffce1a240cd31d7956786d34c61a39e60,d12728a23ec0f8a865d46ac6d3de01bdcc5fe16a9e3e38ac50ab2c5e1cfd5a64,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/selected_seed2644.pt,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/selected_seed2644.pt,,,remote_only_large_file,200
sae_maps,issue2643_sae_map/direct_edges_tuned/selection.json,1c5eb09f2bcabd9541a86890f0e0e945afff903a,775,26a781f7fe2b57626b11043e26c19060668f3e22,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/selection.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/selection.json,sae_assets/issue2643_sae_map/direct_edges_tuned/selection.json,e1a5306112162dd28d1ff7ac8ab655ec9094c0fc8170196d9b9d19e8809ac1b3,bundled_verified,
sae_maps,issue2643_sae_map/direct_edges_tuned/top_edges_per_context.npz,1c5eb09f2bcabd9541a86890f0e0e945afff903a,433132,c5577ac0bfee540d9b619b82d2848669f4f2c071,a1f0d1a4fc06bc741df7878eefe1ad589624fdfeaec07ac1c5070baa072d2457,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/top_edges_per_context.npz,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/top_edges_per_context.npz,sae_assets/issue2643_sae_map/direct_edges_tuned/top_edges_per_context.npz,a1f0d1a4fc06bc741df7878eefe1ad589624fdfeaec07ac1c5070baa072d2457,bundled_verified,
sae_maps,issue2643_sae_map/direct_edges_tuned/trainval_refit_seed2643.pt,1c5eb09f2bcabd9541a86890f0e0e945afff903a,135270445,96bd14e67b9c650435122ec73ed9a1b4990bfb0c,cccf28145ec1f3b668a0a04d6f16abef10fc497fbbab0b9ead00693942a26714,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/trainval_refit_seed2643.pt,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/trainval_refit_seed2643.pt,,,remote_only_large_file,200
sae_maps,issue2643_sae_map/direct_edges_tuned/trainval_refit_seed2644.pt,1c5eb09f2bcabd9541a86890f0e0e945afff903a,135270445,1052408141ad59cdbe110198889389a7b43b0a2f,b64fdcba140493608185857965a82eadec3954d7f20b01b1f816162bf91f8c70,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/trainval_refit_seed2644.pt,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/trainval_refit_seed2644.pt,,,remote_only_large_file,200
sae_maps,issue2643_sae_map/direct_edges_tuned/tuning_trials.json,1c5eb09f2bcabd9541a86890f0e0e945afff903a,120854,82efd1a2025928db31342aa133d4e951c0fc2130,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/tuning_trials.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/direct_edges_tuned/tuning_trials.json,sae_assets/issue2643_sae_map/direct_edges_tuned/tuning_trials.json,1726b5ff75aca0f597465f7c67919f5cc687934565fdc8db05b48a947522a18d,bundled_verified,
sae_maps,issue2643_sae_map/refusal/analysis/readouts.pt,1c5eb09f2bcabd9541a86890f0e0e945afff903a,279329,4af355b6b9a48d9c3b89a26fc022431df46c966f,01b2e74c8cf3cb191900414f9ea5342fdbddb6b1fa424fe2ddb4fde743efa2f9,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/refusal/analysis/readouts.pt,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/refusal/analysis/readouts.pt,sae_assets/issue2643_sae_map/refusal/analysis/readouts.pt,01b2e74c8cf3cb191900414f9ea5342fdbddb6b1fa424fe2ddb4fde743efa2f9,bundled_verified,
sae_maps,issue2643_sae_map/refusal/analysis/row_scores.jsonl,1c5eb09f2bcabd9541a86890f0e0e945afff903a,2143282,5b9bb9f728d72d80ab6700fe9aa581540d22b67a,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/refusal/analysis/row_scores.jsonl,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/refusal/analysis/row_scores.jsonl,sae_assets/issue2643_sae_map/refusal/analysis/row_scores.jsonl,31a8ed80c23eeff91229aab071f002006ba119bca8233d7e23a93b23c4021a16,bundled_verified,
sae_maps,issue2643_sae_map/refusal/analysis/summary.json,1c5eb09f2bcabd9541a86890f0e0e945afff903a,27212,b56b1b27a05754885bd8b7ce3d0fe8bb312ea58e,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/refusal/analysis/summary.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/refusal/analysis/summary.json,sae_assets/issue2643_sae_map/refusal/analysis/summary.json,8bc7771f1ce92e06422817e368acaad019e35a60ae9cea4fb981a41566a6ff0e,bundled_verified,
sae_maps,issue2643_sae_map/refusal/capture/loraRefOP_step132_L19.npz,1c5eb09f2bcabd9541a86890f0e0e945afff903a,21504520,c2bf3d5d3fff5d69a397f7dc765efdb5a490e748,6cca1c6cbac6d37183541486e2932037532bff2deeee25659a61c249d0615d19,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/refusal/capture/loraRefOP_step132_L19.npz,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/refusal/capture/loraRefOP_step132_L19.npz,,,remote_only_large_file,200
sae_maps,issue2643_sae_map/refusal/capture/loraRefOP_step132_rows.json,1c5eb09f2bcabd9541a86890f0e0e945afff903a,308852,00e91e6f8a903d186f936d03296e5f6c215253d1,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/refusal/capture/loraRefOP_step132_rows.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/refusal/capture/loraRefOP_step132_rows.json,sae_assets/issue2643_sae_map/refusal/capture/loraRefOP_step132_rows.json,25631e48b7f872e02b562b389b00945a1a05a5d4a1396053c6bb66cfa0e1ded5,bundled_verified,
sae_maps,issue2643_sae_map/screen/feature_calibration.pt,1c5eb09f2bcabd9541a86890f0e0e945afff903a,658141,46d2cd21a76129c07b27e7313e929e19543dbd1c,b12d037eb89e23e5f7b1d5c9af44bd3ac7f3cd17d67bed1c4780976b363e918a,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/screen/feature_calibration.pt,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/screen/feature_calibration.pt,sae_assets/issue2643_sae_map/screen/feature_calibration.pt,b12d037eb89e23e5f7b1d5c9af44bd3ac7f3cd17d67bed1c4780976b363e918a,bundled_verified,
sae_maps,issue2643_sae_map/screen/row_scores.jsonl,1c5eb09f2bcabd9541a86890f0e0e945afff903a,106862831,1460b992cc802751e7b07699f9530946050eb191,8610d58060d2d9ed234d41e0d0a7d2c5d44f966b79dde7161fcb88fed997a40e,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/screen/row_scores.jsonl,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/screen/row_scores.jsonl,,,remote_only_large_file,200
sae_maps,issue2643_sae_map/screen/summary.json,1c5eb09f2bcabd9541a86890f0e0e945afff903a,63161,95f9c0c084e8385c18e3040278d07c6f91683dc7,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/screen/summary.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2643_sae_map/screen/summary.json,sae_assets/issue2643_sae_map/screen/summary.json,71d58122930a81fd4d992de466f338de9cf3a164a5dc49c640063f6a88ddbfc9,bundled_verified,
answer_autointerp_w1,issue2552_derreplication/exactrep/raw_completions/judge/w1/judge_draws_w1_batch.jsonl,1c5eb09f2bcabd9541a86890f0e0e945afff903a,3925276,65864ff952cb34c0970f57fdaf00a34f2b542950,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2552_derreplication/exactrep/raw_completions/judge/w1/judge_draws_w1_batch.jsonl,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2552_derreplication/exactrep/raw_completions/judge/w1/judge_draws_w1_batch.jsonl,sae_assets/issue2552_derreplication/exactrep/raw_completions/judge/w1/judge_draws_w1_batch.jsonl,997988da85951a521fd641b935cbb6ced0c7637cb9d74a45b4fae2cda883ff55,bundled_verified,
answer_autointerp_w1,issue2552_derreplication/exactrep/raw_completions/judge/w1/judge_draws_w1_syncreissue.jsonl,1c5eb09f2bcabd9541a86890f0e0e945afff903a,1651,5c1c67d6938755706d9b81e819d60f4c7066d4a9,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2552_derreplication/exactrep/raw_completions/judge/w1/judge_draws_w1_syncreissue.jsonl,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2552_derreplication/exactrep/raw_completions/judge/w1/judge_draws_w1_syncreissue.jsonl,sae_assets/issue2552_derreplication/exactrep/raw_completions/judge/w1/judge_draws_w1_syncreissue.jsonl,1d13fa4e2d716d939785807f2c3f45ec126151ab89ba3a11ef9f1b09cdfbcc2f,bundled_verified,
answer_autointerp_w1,issue2552_derreplication/exactrep/raw_completions/judge/w1/judge_raw_w1.json,1c5eb09f2bcabd9541a86890f0e0e945afff903a,4682739,9bd2febd7446c5f1276fa5fea7b241970868694b,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2552_derreplication/exactrep/raw_completions/judge/w1/judge_raw_w1.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2552_derreplication/exactrep/raw_completions/judge/w1/judge_raw_w1.json,sae_assets/issue2552_derreplication/exactrep/raw_completions/judge/w1/judge_raw_w1.json,e0567b031b708de7e3f46b9af0bd62bd0f0a366ea3ff68f053c1579ee8ac8d57,bundled_verified,
answer_autointerp_w1,issue2552_derreplication/exactrep/raw_completions/judge/w1/judge_raw_w1_syncreissue.json,1c5eb09f2bcabd9541a86890f0e0e945afff903a,2482,592318c3f0ca161d54107cc7de72639ff6dad4c6,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2552_derreplication/exactrep/raw_completions/judge/w1/judge_raw_w1_syncreissue.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/1c5eb09f2bcabd9541a86890f0e0e945afff903a/issue2552_derreplication/exactrep/raw_completions/judge/w1/judge_raw_w1_syncreissue.json,sae_assets/issue2552_derreplication/exactrep/raw_completions/judge/w1/judge_raw_w1_syncreissue.json,5cbbddebc761c982e02258d004664523218fc953daf3eea2f80671f48c63e597,bundled_verified,
legacy_feature_map,issue2569_theory/analysis_tensors/leg4/counts_ctx.npy,a5cf03bbe4807361a74c427a46ad329065f75e30,524416,e30a3b913a152f4396b45b8d00c86bbb5d22ce02,fa84e88170338d83e4d10bc379195ae17e5643c9f26f981be00362a9454bbb84,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/counts_ctx.npy,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/counts_ctx.npy,sae_assets/issue2569_theory/analysis_tensors/leg4/counts_ctx.npy,fa84e88170338d83e4d10bc379195ae17e5643c9f26f981be00362a9454bbb84,bundled_verified,
legacy_feature_map,issue2569_theory/analysis_tensors/leg4/enc_meta.json,a5cf03bbe4807361a74c427a46ad329065f75e30,586,a3ebe173335507993b2cf3b80334c5f5372baca2,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/enc_meta.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/enc_meta.json,sae_assets/issue2569_theory/analysis_tensors/leg4/enc_meta.json,9ffc8779213617255be337a0b25863528fed9b46a11ee2be5f5eb0074908d9d0,bundled_verified,
legacy_feature_map,issue2569_theory/analysis_tensors/leg4/feature_map_metrics.json,a5cf03bbe4807361a74c427a46ad329065f75e30,7843,bfe90f796b360b93d2db519e931d4afc05542204,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/feature_map_metrics.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/feature_map_metrics.json,sae_assets/issue2569_theory/analysis_tensors/leg4/feature_map_metrics.json,bd501c73060536f89bd59ec55e32d4055f19d1a9f8c37d8c0a6a76e5f744af3c,bundled_verified,
legacy_feature_map,issue2569_theory/analysis_tensors/leg4/local_regime.json,a5cf03bbe4807361a74c427a46ad329065f75e30,99,5db42605e84bea96d550d93cd6856a10565d513f,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/local_regime.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/local_regime.json,sae_assets/issue2569_theory/analysis_tensors/leg4/local_regime.json,032cd2ba5e6324bd7d20afa307f153625a93c117295ec1a8f87ec03a4466d7b3,bundled_verified,
legacy_feature_map,issue2569_theory/analysis_tensors/leg4/perfeature_leg4.npz,a5cf03bbe4807361a74c427a46ad329065f75e30,316670,6b714f58e8bb52a66ea07230db8246de79a87066,1a28e1a1ac5a0e5ac9d4e6190633ee0ff1736544b82cd1fa0119c599b0841799,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/perfeature_leg4.npz,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/perfeature_leg4.npz,sae_assets/issue2569_theory/analysis_tensors/leg4/perfeature_leg4.npz,1a28e1a1ac5a0e5ac9d4e6190633ee0ff1736544b82cd1fa0119c599b0841799,bundled_verified,
legacy_feature_map,issue2569_theory/analysis_tensors/leg4/pred_te_union.fp16.npy,a5cf03bbe4807361a74c427a46ad329065f75e30,86000128,4573689139e1a5c425afcd63ac7ab33cd566b14f,44a20236cf388db62fe4455a93fbd77ade65279af1e0f8a1adb2d8eb2a0885b7,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/pred_te_union.fp16.npy,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/pred_te_union.fp16.npy,,,remote_only_large_file,200
legacy_feature_map,issue2569_theory/analysis_tensors/leg4/regime.json,a5cf03bbe4807361a74c427a46ad329065f75e30,1615,e19bed243fdc982104cf2e2a3f6aabbd38e68d89,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/regime.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/regime.json,sae_assets/issue2569_theory/analysis_tensors/leg4/regime.json,bfbcb5b86e948a909f8f10fc5d64e6678c0981e6e5ff92f3c7ae160429ee31f8,bundled_verified,
legacy_feature_map,issue2569_theory/analysis_tensors/leg4/x_ctx_alive.fp16.npy,a5cf03bbe4807361a74c427a46ad329065f75e30,714636128,26fb1faa1dfd5e0a9357a3ab859bc502fdd256a4,1d09e4657238af277ae638001ce96e20b63c12a2f16e0a4ba24551b2c2f2ef45,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/x_ctx_alive.fp16.npy,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/x_ctx_alive.fp16.npy,,,remote_only_large_file,200
legacy_feature_map,issue2569_theory/analysis_tensors/leg4/x_ctx_idxaligned.fp16.npy,a5cf03bbe4807361a74c427a46ad329065f75e30,603720128,cdfb0b9372bc46fa41d2a91d0b453cdab6f594c5,de8f17d260d61ec3e1216326990e11ac932daa25b0483b212f2471f0facc8e89,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/x_ctx_idxaligned.fp16.npy,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/x_ctx_idxaligned.fp16.npy,,,remote_only_large_file,200
legacy_feature_map,issue2569_theory/analysis_tensors/leg4/y_union.fp16.npy,a5cf03bbe4807361a74c427a46ad329065f75e30,603720128,34f40b34b8d10262c34d921e3204c4cea757a728,7b06f40a2810f7b40080f2e8de241e4c4c7652ef9afba1932aeccdca3fb7dfa1,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/y_union.fp16.npy,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/leg4/y_union.fp16.npy,,,remote_only_large_file,200
legacy_descriptions,issue2569_theory/analysis_tensors/der/consumed_input/descriptions_mat_k100.json,a5cf03bbe4807361a74c427a46ad329065f75e30,1588118,f860e99c6f5ce194deb068b9abb32d851a9c8d5c,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/consumed_input/descriptions_mat_k100.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/consumed_input/descriptions_mat_k100.json,sae_assets/issue2569_theory/analysis_tensors/der/consumed_input/descriptions_mat_k100.json,fbb079fa86b66183ea643cebcad42f19bcfe5924e739b9c9cf72c0dfc4d9b509,bundled_verified,
