behavior,regime,variant,u_rung_label,budget_l,draw,seed,f_u,f_l,delta_rho_frozen,ci_lo_inherited,ci_hi_inherited,rho_arm6,rho_arm2
evil,e1,context_end,compose5000_fu0.0_fl0.0_L2500,2500,0,0,0.0,0.0,-0.3080863985167332,-0.34599752593142036,-0.2718907378280992,0.3526581455503521,0.6607445440670853
evil,e1,context_end,compose5000_fu0.0_fl0.0_L8000,8000,0,0,0.0,0.0,-0.29887795288796504,-0.31981778654447485,-0.2782406373173453,0.3642938288052253,0.6631717816931904
evil,e1,context_end,compose5000_fu0.5_fl0.0_L250,250,0,0,0.5,0.0,0.34960644726340306,0.21378499508651752,0.43616093059184907,0.5635501329484952,0.21394368568509217
evil,e1,context_end,compose5000_fu0.5_fl0.0_L2500,2500,0,0,0.5,0.0,0.11274737589853917,0.06740003876367621,0.15188892372577414,0.5619500554509158,0.44920267955237664
evil,e1,context_end,compose5000_fu0.5_fl1.0_L250,250,0,0,0.5,1.0,0.2908039663970384,0.1431158715307304,0.431961006623294,0.532531649605273,0.24172768320823457
evil,e1,context_end,compose5000_fu0.5_fl1.0_L2500,2500,0,0,0.5,1.0,0.1932849427095394,0.151992857301964,0.22894474009432214,0.6391939430483696,0.44590900033883024
evil,e1,context_end,compose5000_fu0.5_fl1.0_L8000,8000,0,0,0.5,1.0,0.13404737768482622,0.11197568073511531,0.151372026782891,0.6476746041134177,0.5136272264285915
evil,e1,prefix_end,250,250,0,0,,,-0.22571437394924151,-0.2940112728897849,-0.044837055431605856,0.20498544827183554,0.43069982222107706
evil,e2,prefix_end,250,250,0,0,,,-0.15045849577729953,-0.2726107381919428,-0.008188561979207129,0.2802413264437775,0.43069982222107706
evil,e2p,prefix_end,250,250,0,0,,,-0.167290050545443,-0.26545754741560434,-0.03419653708699904,0.26340977167563406,0.43069982222107706
evil,e1,prefix_end,250,250,0,1,,,-0.06742714850468301,-0.1321708200728036,0.12527274055849053,0.23332644788983392,0.30075359639451693
evil,e2,prefix_end,250,250,0,1,,,0.03481899567589786,-0.1065545159781157,0.16816316747435234,0.3355725920704148,0.30075359639451693
evil,e2p,prefix_end,250,250,0,1,,,0.04583530959410603,-0.11023651878876345,0.19750107877196485,0.34658890598862296,0.30075359639451693
evil,e1,prefix_end,250,250,0,2,,,-0.34231950172426895,-0.4052546034080309,-0.15844065407542843,0.13864545364250117,0.48096495536677014
evil,e2,prefix_end,250,250,0,2,,,-0.30668003062239824,-0.39220650423218545,-0.15573183755389894,0.17428492474437193,0.48096495536677014
evil,e2p,prefix_end,250,250,0,2,,,-0.28926348830975646,-0.4099603060933885,-0.11073685932490186,0.19170146705701366,0.48096495536677014
evil,e1,prefix_end,250,250,1,0,,,0.08724766567534431,-0.035262612432377397,0.20639511287735554,0.28571875651437584,0.19847109083903153
evil,e2,prefix_end,250,250,1,0,,,0.07675740816788723,-0.06304279026661751,0.22027569696286486,0.27522849900691876,0.19847109083903153
evil,e2p,prefix_end,250,250,1,0,,,0.06910327176835529,-0.028032514012343118,0.23140807537012106,0.2675743626073868,0.19847109083903153
evil,e1,prefix_end,250,250,1,1,,,-0.2878348848347926,-0.3828552960064996,-0.12469931395658239,0.18362809976134245,0.47146298459613506
evil,e2,prefix_end,250,250,1,1,,,-0.20237113249729632,-0.3066124689217191,-0.07115456901546441,0.26909185209883874,0.47146298459613506
evil,e2p,prefix_end,250,250,1,1,,,-0.2979787032479084,-0.3915411906397054,-0.1229258136980133,0.17348428134822663,0.47146298459613506
evil,e1,prefix_end,250,250,1,2,,,-0.0010714019883381054,-0.08780188571680853,0.09826424194663108,0.35841167720857875,0.35948307919691685
evil,e2,prefix_end,250,250,1,2,,,-0.16316451456564565,-0.26579529023039866,0.002675627491087346,0.1963185646312712,0.35948307919691685
evil,e2p,prefix_end,250,250,1,2,,,-0.035096688877379656,-0.16514710738263927,0.0804782081797919,0.3243863903195372,0.35948307919691685
evil,e1,prefix_end,250,250,2,0,,,-0.12312392782994014,-0.22848515060795638,0.012772872449502549,0.22798894407130676,0.3511128719012469
evil,e2,prefix_end,250,250,2,0,,,-0.12501600604296131,-0.25511040027057996,0.009404427667979377,0.2260968658582856,0.3511128719012469
evil,e2p,prefix_end,250,250,2,0,,,-0.1785244129927571,-0.28840598568851994,-0.026288632714288027,0.1725884589084898,0.3511128719012469
evil,e1,prefix_end,250,250,2,1,,,-0.10315731808243916,-0.19383091612976708,0.011432460638518806,0.31619837058897443,0.4193556886714136
evil,e2,prefix_end,250,250,2,1,,,-0.1591885822656629,-0.2937776262704534,-0.007186553842263606,0.2601671064057507,0.4193556886714136
evil,e2p,prefix_end,250,250,2,1,,,-0.2190114865547309,-0.3327763426041605,-0.07278819195474052,0.2003442021166827,0.4193556886714136
evil,e1,prefix_end,250,250,2,2,,,0.12431746299499924,-0.012334168448235445,0.25452647459534095,0.20295879149377125,0.078641328498772
evil,e2,prefix_end,250,250,2,2,,,0.021560800036628747,-0.1246981795868417,0.1710049067795694,0.10020212853540075,0.078641328498772
evil,e2p,prefix_end,250,250,2,2,,,0.10034907459782072,-0.02458017327558077,0.25056801801337103,0.17899040309659273,0.078641328498772
evil,e1,prefix_end,250,250,3,0,,,-0.06397223145357123,-0.15063545671007147,0.08792464981494351,0.16727607616709186,0.2312483076206631
evil,e2,prefix_end,250,250,3,0,,,-0.013161627583558572,-0.15927627328265104,0.13440568325384786,0.21808668003710452,0.2312483076206631
evil,e2p,prefix_end,250,250,3,0,,,0.012029887327748207,-0.10706821074722003,0.13590457146039767,0.2432781949484113,0.2312483076206631
evil,e1,prefix_end,250,250,3,1,,,-0.18957636927120275,-0.3214292587872555,-0.05091016492211461,0.28435918527493,0.47393555454613273
evil,e2,prefix_end,250,250,3,1,,,-0.2954315174257993,-0.3763420505619595,-0.1553907203089422,0.17850403712033344,0.47393555454613273
evil,e2p,prefix_end,250,250,3,1,,,-0.2548350491228966,-0.37661478892471206,-0.12074667711059607,0.2191005054232361,0.47393555454613273
evil,e1,prefix_end,250,250,3,2,,,-0.14220982681242317,-0.28048748804073936,-0.051220971495102824,0.29671258940848877,0.43892241622091194
evil,e2,prefix_end,250,250,3,2,,,-0.16566608641541586,-0.288003960611631,-0.06660688876057912,0.2732563298054961,0.43892241622091194
evil,e2p,prefix_end,250,250,3,2,,,-0.2601965231991118,-0.37021863403425836,-0.14906195675043216,0.17872589302180011,0.43892241622091194
evil,e1,prefix_end,250,250,4,0,,,-0.21083909180404983,-0.2930613036224627,-0.048810267430162944,0.17210590853332816,0.382945000337378
evil,e2,prefix_end,250,250,4,0,,,-0.13600283149312273,-0.22622283875334534,-0.010257803788341818,0.24694216884425527,0.382945000337378
evil,e2p,prefix_end,250,250,4,0,,,-0.1304985795008532,-0.26734188385885527,-0.006664893234743089,0.2524464208365248,0.382945000337378
evil,e1,prefix_end,250,250,4,1,,,-0.14705958279270395,-0.23946970043502783,-0.013301530720750718,0.19543654757538712,0.34249613036809107
evil,e2,prefix_end,250,250,4,1,,,-0.05367478042035145,-0.1734866991701745,0.08467100343385858,0.2888213499477396,0.34249613036809107
evil,e2p,prefix_end,250,250,4,1,,,-0.1337251910444831,-0.2732604762439588,-0.012893881563254429,0.20877093932360796,0.34249613036809107
evil,e1,prefix_end,250,250,4,2,,,-0.16207242253743687,-0.28187921108698827,-0.031285626014117225,0.3118381284237824,0.47391055096121926
evil,e2,prefix_end,250,250,4,2,,,-0.1428035494428504,-0.2723375147426486,0.0029190537248143565,0.33110700151836886,0.47391055096121926
evil,e2p,prefix_end,250,250,4,2,,,-0.09821541369296555,-0.21646547226226984,0.038917253067296285,0.3756951372682537,0.47391055096121926
evil,e1,prefix_end,250,2500,0,0,,,-0.4033743619028316,-0.4366963971299936,-0.3542785649791653,0.08688934697245011,0.4902637088752817
evil,e2,prefix_end,250,2500,0,0,,,-0.36471337551020955,-0.4048068148226665,-0.3224372358984867,0.12555033336507218,0.4902637088752817
evil,e2p,prefix_end,250,2500,0,0,,,-0.42992193594196887,-0.456296608457,-0.38029545276881654,0.060341772933312846,0.4902637088752817
evil,e1,prefix_end,250,2500,0,1,,,-0.3999555653914647,-0.4286945203353367,-0.3578707226726357,0.11398067695944412,0.5139362423509088
evil,e2,prefix_end,250,2500,0,1,,,-0.3493923569024897,-0.39353019082798923,-0.31088400787152737,0.16454388544841914,0.5139362423509088
evil,e2p,prefix_end,250,2500,0,1,,,-0.39622088701123503,-0.4379767231162577,-0.35188809998439285,0.11771535533967378,0.5139362423509088
evil,e1,prefix_end,250,2500,0,2,,,-0.41423988899774167,-0.4390975681582252,-0.3626215066541984,0.08435422565881093,0.49859411465655257
evil,e2,prefix_end,250,2500,0,2,,,-0.3994844456521642,-0.44217654196681444,-0.3605101155951495,0.09910966900438838,0.49859411465655257
evil,e2p,prefix_end,250,2500,0,2,,,-0.428665474419017,-0.4622324163194617,-0.3815712647926025,0.0699286402375356,0.49859411465655257
evil,e1,prefix_end,250,2500,1,0,,,-0.30257803161494096,-0.34088698198320183,-0.25689280706626516,0.1588411434645326,0.46141917507947355
evil,e2,prefix_end,250,2500,1,0,,,-0.28495668711199407,-0.32731228737967516,-0.2402105767759799,0.1764624879674795,0.46141917507947355
evil,e2p,prefix_end,250,2500,1,0,,,-0.2903355039310894,-0.33264247794970836,-0.24423593433566185,0.17108367114838413,0.46141917507947355
evil,e1,prefix_end,250,2500,1,1,,,-0.3319870817599546,-0.3746297136694055,-0.2837892868834698,0.15034000524225336,0.482327087002208
evil,e2,prefix_end,250,2500,1,1,,,-0.2799581192427447,-0.3190751877667856,-0.23354158077752138,0.20236896775946325,0.482327087002208
evil,e2p,prefix_end,250,2500,1,1,,,-0.37735920896126873,-0.4095871171811289,-0.32764182061516994,0.1049678780409393,0.482327087002208
evil,e1,prefix_end,250,2500,1,2,,,-0.4093158939365283,-0.4376486821232464,-0.35877794783634787,0.06711400881710594,0.4764299027536342
evil,e2,prefix_end,250,2500,1,2,,,-0.3207966087638983,-0.36432819318371057,-0.2830905644447113,0.1556332939897359,0.4764299027536342
evil,e2p,prefix_end,250,2500,1,2,,,-0.39337404744662446,-0.43427304141687334,-0.3477507171725969,0.08305585530700978,0.4764299027536342
evil,e1,prefix_end,250,2500,2,0,,,-0.33203903197299234,-0.3607038924689462,-0.27016778600501834,0.09721667782087726,0.42925570979386957
evil,e2,prefix_end,250,2500,2,0,,,-0.22442773581083253,-0.26923221443220424,-0.179278764767788,0.20482797398303704,0.42925570979386957
evil,e2p,prefix_end,250,2500,2,0,,,-0.30683584171062706,-0.35228904631341373,-0.261084989776107,0.12241986808324251,0.42925570979386957
evil,e1,prefix_end,250,2500,2,1,,,-0.3614984040623147,-0.39728480197824395,-0.31755453856769983,0.11849034453779507,0.47998874860010976
evil,e2,prefix_end,250,2500,2,1,,,-0.3495761741883508,-0.3975457259145695,-0.3047712875808697,0.13041257441175896,0.47998874860010976
evil,e2p,prefix_end,250,2500,2,1,,,-0.36876784630476006,-0.40789545522038567,-0.3225794358408219,0.1112209022953497,0.47998874860010976
evil,e1,prefix_end,250,2500,2,2,,,-0.33535380354756195,-0.362741215918431,-0.2821665364826017,0.1405971098078134,0.4759509133553753
evil,e2,prefix_end,250,2500,2,2,,,-0.33353240589354904,-0.37785971126490187,-0.2901476093816626,0.14241850746182624,0.4759509133553753
evil,e2p,prefix_end,250,2500,2,2,,,-0.33726482096475896,-0.38298370956072747,-0.2933228693508285,0.13868609239061638,0.4759509133553753
evil,e1,prefix_end,250,2500,3,0,,,-0.3698920629225506,-0.40286045882724797,-0.31847925214478917,0.07108733537002915,0.44097939829257976
evil,e2,prefix_end,250,2500,3,0,,,-0.2577064943002183,-0.29735378208653884,-0.21627336837774946,0.18327290399236149,0.44097939829257976
evil,e2p,prefix_end,250,2500,3,0,,,-0.350499563797105,-0.3861533214759928,-0.3015741911705074,0.09047983449547477,0.44097939829257976
evil,e1,prefix_end,250,2500,3,1,,,-0.2892545401346133,-0.3266400052972602,-0.2457623495507564,0.13641566815487116,0.4256702082894845
evil,e2,prefix_end,250,2500,3,1,,,-0.28032912488168593,-0.327371127920782,-0.23452675449122257,0.14534108340779855,0.4256702082894845
evil,e2p,prefix_end,250,2500,3,1,,,-0.30097197604610254,-0.3312882487334841,-0.2523495207088364,0.12469823224338193,0.4256702082894845
evil,e1,prefix_end,250,2500,3,2,,,-0.34700207626336776,-0.38873109281111573,-0.29732507811551845,0.10091953403164405,0.4479216102950118
evil,e2,prefix_end,250,2500,3,2,,,-0.28225645767170127,-0.33352712328043066,-0.24301006020515353,0.16566515262331052,0.4479216102950118
evil,e2p,prefix_end,250,2500,3,2,,,-0.35039367759085654,-0.39088081534893265,-0.3001931452994361,0.09752793270415527,0.4479216102950118
evil,e1,prefix_end,250,2500,4,0,,,-0.39693421112198546,-0.42701286152664625,-0.35173642042753,0.09498508748970405,0.4919192986116895
evil,e2,prefix_end,250,2500,4,0,,,-0.31060636788151647,-0.35254763389559873,-0.26681116926571374,0.18131293073017302,0.4919192986116895
evil,e2p,prefix_end,250,2500,4,0,,,-0.3916227611271741,-0.424245018951045,-0.34868171490077876,0.10029653748451536,0.4919192986116895
evil,e1,prefix_end,250,2500,4,1,,,-0.36631264871624414,-0.39435114662375387,-0.318851537027757,0.07600690463373892,0.4423195533499831
evil,e2,prefix_end,250,2500,4,1,,,-0.2885811940523669,-0.3276590947896932,-0.25093878877210507,0.1537383592976162,0.4423195533499831
evil,e2p,prefix_end,250,2500,4,1,,,-0.3750757823143575,-0.40717639344453305,-0.3277435773849211,0.06724377103562555,0.4423195533499831
evil,e1,prefix_end,250,2500,4,2,,,-0.38582853310224074,-0.41695913692684805,-0.3356989642092788,0.09702856807001872,0.4828571011722595
evil,e2,prefix_end,250,2500,4,2,,,-0.30887688062034907,-0.350440880543697,-0.26606564695309376,0.17398022055191043,0.4828571011722595
evil,e2p,prefix_end,250,2500,4,2,,,-0.3791215772385481,-0.41341883514584743,-0.33051458316793564,0.10373552393371135,0.4828571011722595
evil,e1,prefix_end,250,8000,0,0,,,-0.40925358034129605,-0.4287606662964172,-0.37624561876161106,0.08941638533008893,0.498669965671385
evil,e2,prefix_end,250,8000,0,0,,,-0.34329029510821774,-0.36883570494575607,-0.3172718681532409,0.15537967056316723,0.498669965671385
evil,e2p,prefix_end,250,8000,0,0,,,-0.4225645438668503,-0.44128156745184904,-0.38899446627303813,0.07610542180453475,0.498669965671385
evil,e1,prefix_end,250,8000,0,1,,,-0.3971028643697596,-0.41767877388362135,-0.3672978183719361,0.08941638533008893,0.48651924969984855
evil,e2,prefix_end,250,8000,0,1,,,-0.33113957913668135,-0.36091116852185157,-0.3077646989097815,0.15537967056316723,0.48651924969984855
evil,e2p,prefix_end,250,8000,0,1,,,-0.4104138278953138,-0.4277300164025626,-0.37931330457717766,0.07610542180453475,0.48651924969984855
evil,e1,prefix_end,250,8000,0,2,,,-0.40925108660740755,-0.4271089100461815,-0.37934634286187563,0.08941638533008893,0.4986674719374965
evil,e2,prefix_end,250,8000,0,2,,,-0.34328780137432924,-0.3715322565288649,-0.31607254099682686,0.15537967056316723,0.4986674719374965
evil,e2p,prefix_end,250,8000,0,2,,,-0.4225620501329618,-0.43777342842728956,-0.3934535613849528,0.07610542180453475,0.4986674719374965
evil,e1,prefix_end,250,8000,1,0,,,-0.40741334514911637,-0.42665897393989977,-0.3765859261268647,0.08941638533008893,0.4968297304792053
evil,e2,prefix_end,250,8000,1,0,,,-0.34145005991603805,-0.3705241495978902,-0.3149415546938212,0.15537967056316723,0.4968297304792053
evil,e2p,prefix_end,250,8000,1,0,,,-0.4207243086746706,-0.4363761860764113,-0.38709314297999525,0.07610542180453475,0.4968297304792053
evil,e1,prefix_end,250,8000,1,1,,,-0.3974026617913377,-0.4141138853656635,-0.3695733710013281,0.08941638533008893,0.48681904712142665
evil,e2,prefix_end,250,8000,1,1,,,-0.3314393765582594,-0.35793714616682404,-0.30658377168757395,0.15537967056316723,0.48681904712142665
evil,e2p,prefix_end,250,8000,1,1,,,-0.41071362531689193,-0.4246084639329712,-0.3805054949824536,0.07610542180453475,0.48681904712142665
evil,e1,prefix_end,250,8000,1,2,,,-0.4073428156665464,-0.42512757029789666,-0.3756072232852959,0.08941638533008893,0.49675920099663534
evil,e2,prefix_end,250,8000,1,2,,,-0.34137953043346814,-0.36601956907661737,-0.3178240433095412,0.15537967056316723,0.49675920099663534
evil,e2p,prefix_end,250,8000,1,2,,,-0.42065377919210056,-0.4362045287162772,-0.38756002339617296,0.07610542180453475,0.49675920099663534
evil,e1,prefix_end,250,8000,2,0,,,-0.40877639055243903,-0.42490820532857587,-0.37485847326100574,0.08941638533008893,0.49819277588252797
evil,e2,prefix_end,250,8000,2,0,,,-0.3428131053193607,-0.3705687902875724,-0.3192536520994939,0.15537967056316723,0.49819277588252797
evil,e2p,prefix_end,250,8000,2,0,,,-0.42208735407799325,-0.43892035094716025,-0.39027228317231255,0.07610542180453475,0.49819277588252797
evil,e1,prefix_end,250,8000,2,1,,,-0.4029397083608816,-0.4203264390424507,-0.3717826765128061,0.08941638533008893,0.49235609369097055
evil,e2,prefix_end,250,8000,2,1,,,-0.3369764231278033,-0.3639002751835823,-0.3084559381204579,0.15537967056316723,0.49235609369097055
evil,e2p,prefix_end,250,8000,2,1,,,-0.41625067188643583,-0.43126595611143326,-0.38236635613819747,0.07610542180453475,0.49235609369097055
evil,e1,prefix_end,250,8000,2,2,,,-0.4060951656458626,-0.4242136235565094,-0.3749008921721522,0.08941638533008893,0.49551155097595156
evil,e2,prefix_end,250,8000,2,2,,,-0.3401318804127843,-0.3680546228971203,-0.31557457885527834,0.15537967056316723,0.49551155097595156
evil,e2p,prefix_end,250,8000,2,2,,,-0.41940612917141684,-0.4344183486365733,-0.3889245192022909,0.07610542180453475,0.49551155097595156
evil,e1,prefix_end,250,8000,3,0,,,-0.40256790240577334,-0.4215467184051602,-0.3730278151673791,0.08941638533008893,0.4919842877358623
evil,e2,prefix_end,250,8000,3,0,,,-0.3366046171726951,-0.3657332859676431,-0.3077834539784641,0.15537967056316723,0.4919842877358623
evil,e2p,prefix_end,250,8000,3,0,,,-0.4158788659313275,-0.4312311755760061,-0.38813953378716665,0.07610542180453475,0.4919842877358623
evil,e1,prefix_end,250,8000,3,1,,,-0.4079029909085445,-0.42426088780454885,-0.376133619827428,0.08941638533008893,0.4973193762386334
evil,e2,prefix_end,250,8000,3,1,,,-0.34193970567546617,-0.37001716920421734,-0.3166650697398044,0.15537967056316723,0.4973193762386334
evil,e2p,prefix_end,250,8000,3,1,,,-0.4212139544340987,-0.4355478594037289,-0.38970308878617005,0.07610542180453475,0.4973193762386334
evil,e1,prefix_end,250,8000,3,2,,,-0.39808514593182387,-0.4151692775018222,-0.36872444770887014,0.08941638533008893,0.4875015312619128
evil,e2,prefix_end,250,8000,3,2,,,-0.3321218606987456,-0.35811964617680275,-0.3052630737004541,0.15537967056316723,0.4875015312619128
evil,e2p,prefix_end,250,8000,3,2,,,-0.41139610945737803,-0.4261986290178169,-0.37980171899699355,0.07610542180453475,0.4875015312619128
evil,e1,prefix_end,250,8000,4,0,,,-0.4080793971800288,-0.42721064949686904,-0.3775354293225562,0.08941638533008893,0.4974957825101177
evil,e2,prefix_end,250,8000,4,0,,,-0.34211611194695046,-0.37291018964272804,-0.3150828802300482,0.15537967056316723,0.4974957825101177
evil,e2p,prefix_end,250,8000,4,0,,,-0.421390360705583,-0.43627818209907193,-0.3894522280070426,0.07610542180453475,0.4974957825101177
evil,e1,prefix_end,250,8000,4,1,,,-0.4098661692578909,-0.42902294276062836,-0.3769123302877541,0.08941638533008893,0.4992825545879798
evil,e2,prefix_end,250,8000,4,1,,,-0.3439028840248126,-0.36936042564824406,-0.3169062483150229,0.15537967056316723,0.4992825545879798
evil,e2p,prefix_end,250,8000,4,1,,,-0.42317713278344504,-0.4370513317387771,-0.3906237449767615,0.07610542180453475,0.4992825545879798
evil,e1,prefix_end,250,8000,4,2,,,-0.4035698504689129,-0.4215357799649593,-0.37235559260303186,0.08941638533008893,0.49298623579900186
evil,e2,prefix_end,250,8000,4,2,,,-0.33760656523583465,-0.3653215144863149,-0.3105728824550785,0.15537967056316723,0.49298623579900186
evil,e2p,prefix_end,250,8000,4,2,,,-0.4168808139944671,-0.43120310179709687,-0.385681172431465,0.07610542180453475,0.49298623579900186
evil,e1,prefix_end,5000,250,0,0,,,-0.16256677651297957,-0.28392448844158275,-0.020032703101267334,0.2656230498457275,0.42818982635870706
evil,e2,prefix_end,5000,250,0,0,,,-0.01820543106805589,-0.11739669201041467,0.08155986727616556,0.40998439529065117,0.42818982635870706
evil,e2p,prefix_end,5000,250,0,0,,,-0.17468219077743768,-0.30336187304889567,-0.06597215644004946,0.2535076355812694,0.42818982635870706
evil,e1,prefix_end,5000,250,0,1,,,0.05625196158113799,-0.09966855306808987,0.14970523116124215,0.3592100870332981,0.3029581254521601
evil,e2,prefix_end,5000,250,0,1,,,-0.1171073735279684,-0.22324032279401101,0.00511169086272471,0.1858507519241917,0.3029581254521601
evil,e2p,prefix_end,5000,250,0,1,,,-0.010315914711156338,-0.13842475757493639,0.08634825545621724,0.29264221074100377,0.3029581254521601
evil,e1,prefix_end,5000,250,0,2,,,-0.10460975194724675,-0.22276597628916095,0.0041609028716201955,0.35823188270206147,0.4628416346493082
evil,e2,prefix_end,5000,250,0,2,,,-0.12388542454106255,-0.2103003646210296,-0.003016338429492423,0.33895621010824567,0.4628416346493082
evil,e2p,prefix_end,5000,250,0,2,,,-0.172248077536947,-0.2642116954849809,-0.0332855461862247,0.29059355711236123,0.4628416346493082
evil,e1,prefix_end,5000,250,1,0,,,0.020332486290126323,-0.0923835352807082,0.1713531391894699,0.18970502611196427,0.16937253982183795
evil,e2,prefix_end,5000,250,1,0,,,-0.015602916473603956,-0.13075670498856257,0.13238147662027486,0.153769623348234,0.16937253982183795
evil,e2p,prefix_end,5000,250,1,0,,,-0.0833876338948316,-0.23239047208363117,0.0694095218286799,0.08598490592700635,0.16937253982183795
evil,e1,prefix_end,5000,250,1,1,,,-0.037023614731798105,-0.14904526700705628,0.06806692174930601,0.45019874622312045,0.48722236095491855
evil,e2,prefix_end,5000,250,1,1,,,-0.3498259400052028,-0.422395222163703,-0.16302629215060185,0.13739642094971577,0.48722236095491855
evil,e2p,prefix_end,5000,250,1,1,,,-0.20384771198455465,-0.3149911158165588,-0.07363740499380668,0.2833746489703639,0.48722236095491855
evil,e1,prefix_end,5000,250,1,2,,,0.0988022431292549,-0.05793694836570912,0.20004132590458046,0.43115815765456567,0.33235591452531077
evil,e2,prefix_end,5000,250,1,2,,,-0.11826611237329504,-0.25524574525910054,-0.013277002124667871,0.21408980215201573,0.33235591452531077
evil,e2p,prefix_end,5000,250,1,2,,,-0.1346126683516756,-0.26689224809390094,-0.016977219479125612,0.19774324617363517,0.33235591452531077
evil,e1,prefix_end,5000,250,2,0,,,-0.05255377153745727,-0.16004975479103256,0.08710069200306403,0.30798539077371234,0.3605391623111696
evil,e2,prefix_end,5000,250,2,0,,,-0.021719047602434705,-0.1658752047739094,0.13172386964134175,0.3388201147087349,0.3605391623111696
evil,e2p,prefix_end,5000,250,2,0,,,-0.1335988663824332,-0.2689607851953674,0.012534547025783015,0.2269402959287364,0.3605391623111696
evil,e1,prefix_end,5000,250,2,1,,,-0.25702513339168476,-0.3445116803038217,-0.139522745070849,0.18907958664939947,0.44610472004108426
evil,e2,prefix_end,5000,250,2,1,,,-0.23329874158827782,-0.31964720971455707,-0.10639154218473247,0.21280597845280644,0.44610472004108426
evil,e2p,prefix_end,5000,250,2,1,,,-0.27415672419923476,-0.36946351071226485,-0.15842529281352039,0.1719479958418495,0.44610472004108426
evil,e1,prefix_end,5000,250,2,2,,,0.27351185379452936,0.12434046136408042,0.4028445887469748,0.38965954280559784,0.11614768901106845
evil,e2,prefix_end,5000,250,2,2,,,0.1753086038764591,-0.00813464374426949,0.32739370118898736,0.29145629288752756,0.11614768901106845
evil,e2p,prefix_end,5000,250,2,2,,,0.12469865584011178,0.00257136621972748,0.28407400426951923,0.24084634485118023,0.11614768901106845
evil,e1,prefix_end,5000,250,3,0,,,0.02499306896252454,-0.0565666968747865,0.14480348011257396,0.24164854053941465,0.2166554715768901
evil,e2,prefix_end,5000,250,3,0,,,-0.036508847591517735,-0.18453817661078584,0.08660894200217588,0.18014662398537237,0.2166554715768901
evil,e2p,prefix_end,5000,250,3,0,,,-0.020816327897012127,-0.17728999672595425,0.09439554224453603,0.19583914367987798,0.2166554715768901
evil,e1,prefix_end,5000,250,3,1,,,-0.27407274672465437,-0.352148409626899,-0.10656211182582473,0.2101584041401473,0.4842311508648017
evil,e2,prefix_end,5000,250,3,1,,,-0.16769143541908887,-0.2469648345121653,-0.03217904120987935,0.3165397154457128,0.4842311508648017
evil,e2p,prefix_end,5000,250,3,1,,,-0.22057574911729183,-0.3143730158101765,-0.051492567526191385,0.26365540174750984,0.4842311508648017
evil,e1,prefix_end,5000,250,3,2,,,-0.1274748777164042,-0.22310975472553052,-0.03139009125524027,0.3363706457667728,0.463845523483177
evil,e2,prefix_end,5000,250,3,2,,,-0.1363365535849711,-0.2693590534967585,-0.05147975147634655,0.3275089698982059,0.463845523483177
evil,e2p,prefix_end,5000,250,3,2,,,-0.12309984462173712,-0.25855382698288754,-0.03199146077183567,0.34074567886143986,0.463845523483177
evil,e1,prefix_end,5000,250,4,0,,,-0.07439738361555026,-0.17853021805403954,0.04390090914999053,0.3511427613657641,0.42554014498131437
evil,e2,prefix_end,5000,250,4,0,,,-0.0945286730524218,-0.21718670242772672,0.017870353938075605,0.3310114719288926,0.42554014498131437
evil,e2p,prefix_end,5000,250,4,0,,,-0.22269974260141567,-0.32835538240009965,-0.08698814334795049,0.2028404023798987,0.42554014498131437
evil,e1,prefix_end,5000,250,4,1,,,-0.0989725034991602,-0.17960553085229786,0.0562737379549204,0.25828184216590516,0.35725434566506536
evil,e2,prefix_end,5000,250,4,1,,,-0.0013985832016650268,-0.09367014380802206,0.13884164667545837,0.35585576246340034,0.35725434566506536
evil,e2p,prefix_end,5000,250,4,1,,,-0.10252417427317673,-0.19255290627773103,0.029273784986874645,0.25473017139188864,0.35725434566506536
evil,e1,prefix_end,5000,250,4,2,,,-0.011642614724930556,-0.11896203607767064,0.09300953117424782,0.4448720498737065,0.45651466459863704
evil,e2,prefix_end,5000,250,4,2,,,-0.18928042237569942,-0.30357769296685705,-0.06530437171925214,0.2672342422229376,0.45651466459863704
evil,e2p,prefix_end,5000,250,4,2,,,-0.15380792991993963,-0.24639600188645622,-0.03665275064743623,0.3027067346786974,0.45651466459863704
evil,e1,prefix_end,5000,2500,0,0,,,-0.28570976938412673,-0.31307883853259283,-0.2478059380028245,0.20188097441441458,0.48759074379854134
evil,e2,prefix_end,5000,2500,0,0,,,-0.27709180911687115,-0.3242717957790424,-0.24021475052806374,0.21049893468167016,0.48759074379854134
evil,e2p,prefix_end,5000,2500,0,0,,,-0.28389251212822997,-0.3254669656849204,-0.2465767230156872,0.20369823167031134,0.48759074379854134
evil,e1,prefix_end,5000,2500,0,1,,,-0.28015938790806394,-0.31485053972777394,-0.23789281881067656,0.2493531872244293,0.5295125751324933
evil,e2,prefix_end,5000,2500,0,1,,,-0.30377575470482426,-0.34103558542117807,-0.26728319745768664,0.22573682042766902,0.5295125751324933
evil,e2p,prefix_end,5000,2500,0,1,,,-0.36656461460474166,-0.4094435504355292,-0.3257279675748423,0.1629479605277516,0.5295125751324933
evil,e1,prefix_end,5000,2500,0,2,,,-0.3124908555754621,-0.3480460218511557,-0.27214314420807906,0.18573351007318556,0.49822436564864764
evil,e2,prefix_end,5000,2500,0,2,,,-0.3250709662170572,-0.3656673817646891,-0.27921031188591394,0.17315339943159044,0.49822436564864764
